season,player,position,team,league,mins,goals,assists,goals_assists,npg,npg_assists,xg,xa,xg_xa,npxg,npxg_xa,shots,shots_on_target,shot_distance,sca,gca,pass_percent,prog_pass_dist,key_passes,pass_final_third,ppa,cross_pa,prog_pass,tackles,pressures,blocks,interceptions,tkl_int,clearances,touches,touches_def_pen,touches_def_third,touches_mid_third,touches_att_third,touches_att_pen,dribble_att,dribble_success,carries,prog_carry_dist,prog_carries,carries_final_third,carries_pen_area,targets,receptions,through_balls,pressured_passes,switches,crosses,fouls,fouled,recoveries,aerial_duels
1920,Ahmed Elmohamady,DF,Aston Villa,Premier League,1031,0.09,0.09,0.17,0.09,0.17,0.02,0.22,0.24,0.02,0.24,0.43,0.09,11.1,2.44,0.09,76.5,322.9,1.65,3.83,1.91,1.39,3.74,2.17,9.48,0.96,0.52,2.7,2.52,62.4,4.26,18.3,28.6,20.5,1.48,0.78,66.7,37.3,122.6,0,0,0,40.2,36.9,0,8.78,1.04,4.35,1.13,0.43,9.91,3.91
1920,Ahmed Kutucu,FW,Schalke 04,Bundesliga,679,0.4,0.27,0.66,0.4,0.66,0.2,0.16,0.36,0.2,0.36,2,0.67,17.8,2.39,0.53,71.2,52.9,0.93,0.67,0.67,0.27,1.2,1.73,18.5,1.07,0.53,2.27,0.8,38.1,0.67,3.73,18.8,18.8,2.8,4.4,63.6,28.4,107.3,6.94,2.61,0.34,43.6,26.8,0.13,7.73,0.53,1.2,1.47,0.67,5.6,4.27
1920,Aihen Muñoz,DF,Real Sociedad,La Liga,981,0,0,0,0,0,0,0,0,0,0,0,0,,0.73,0.09,77.4,273.2,0,2.02,0.92,0.73,2.39,2.2,12.3,1.74,0.18,2.39,2.48,69.2,2.11,20.3,34,17.7,0.83,1.19,46.2,41.7,106.6,0,0,0,44.1,40.5,0,10.3,1.1,3.39,0.64,0.83,8.17,3.12
1920,Aimar Oroz,FW,Osasuna,La Liga,11,0,0,0,0,0,0,0,0,0,0,0,0,,8.18,0,100,380,0,10,0,0,0,0,70,10,0,0,0,70,0,0,40,30,10,0,,40,0,3.45,0.69,0.86,60,50,0,10,0,0,20,0,10,0
1920,Ainsley Maitland-Niles,DF,Arsenal,Premier League,1386,0,0.13,0.13,0,0.13,0.02,0.1,0.12,0.02,0.12,0.26,0.06,18.2,1.36,0.19,82.6,309.2,0.65,3.18,0.84,0.32,3.31,2.66,19.3,1.88,1.1,3.77,2.66,76.6,4.81,29.3,37,14.9,1.17,2.86,50,47.2,147.5,0,0,0,49.9,47.5,0,10.3,0.91,1.3,0.97,0.84,8.51,1.75
1920,Aïssa Mandi,DF,Betis,La Liga,2576,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07,0.35,0.1,10.5,0.59,0.03,91.5,410.6,0.24,3.25,0.17,0.03,2.24,1.15,6.12,1.61,0.84,1.99,5.03,71.6,10.9,38.8,34.5,2.17,0.66,0.31,66.7,46.8,112.3,5.63,1.76,0.21,51.7,50.7,0.03,7.24,2.55,0.1,1.01,0.63,8.08,3.28
1920,Aitor Fernández,GK,Levante,La Liga,3240,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,,0.11,0,67.2,423.7,0.03,0.28,0,0,0,0,0.19,0,0,0,0.14,34.9,30.5,34.7,0.28,0,0,0,,12.4,44.6,5.07,2.1,0.78,9.64,9.58,0.03,1.67,0.78,0,0.03,0.11,5.36,0
1920,Aitor Ruibal,DF,Leganés,La Liga,1220,0,0,0,0,0,0.05,0.06,0.12,0.05,0.12,1.18,0.22,21,2.36,0.07,73.9,119.4,0.81,1.76,0.66,0.22,2.72,2.21,20.9,1.32,0.81,3.01,1.1,43.2,0.88,7.87,20.6,18.3,2.65,4.19,57.9,31.8,133.2,4.79,1.76,0.54,36.8,27.7,0.07,5.88,0.59,2.13,2.06,0.96,7.5,2.06
1920,Akaki Gogia,MF,Union Berlin,Bundesliga,121,0,0,0,0,0,0.01,0.19,0.2,0.01,0.2,0.77,0,22.9,3.72,0,65.1,127.7,2.31,0,0.77,0.77,3.08,1.54,20,3.08,0.77,2.31,2.31,51.5,0.77,7.69,21.5,25.4,2.31,6.92,66.7,38.5,105.4,8.68,2.33,0.57,54.6,34.6,0,13.1,0,3.08,1.54,2.31,5.38,3.85
1920,Akin Famewo,MF,Norwich City,Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4.18,1.63,0.2,0,0,0,0,0,0,0,0,0,0
1920,Alaixys Romao,MF,Reims,Ligue 1,1781,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09,0.61,0.1,17.2,1.82,0.1,83.6,187.7,0.66,3.74,0.66,0.05,4.19,2.98,18.9,1.11,0.91,3.89,3.03,60.8,3.18,19.4,38.8,7.22,0.76,1.11,81.8,39.6,107.5,1.42,0.71,0,41.2,39,0.1,10.8,1.26,0.25,2.37,3.08,11.1,3.13
1920,Alan Empereur,DF,Hellas Verona,Serie A,855,0,0,0,0,0,0,0,0.01,0,0.01,0.21,0,11.5,0.42,0,84.8,330.7,0.11,2.95,0.21,0,2.42,2.11,10.5,2.42,1.58,3.68,4.63,60.2,8.11,28.6,30.6,3.37,0.32,0.32,100,36.4,72.2,0,0,0,37.2,36.2,0,6.11,0.32,0.21,1.89,0.95,10.2,4.52
1920,Alassane Pléa,FW,M'Gladbach,Bundesliga,2143,0.42,0.42,0.84,0.42,0.84,0.45,0.27,0.72,0.42,0.68,3.24,1.47,16.1,3.65,0.59,72.3,88.2,1.6,1.81,1.3,0.34,2.82,0.8,16.8,1.09,0.29,1.09,0.25,43.3,0.46,2.86,21,22.4,5.71,3.24,62.3,32.9,107.5,2.6,0.61,0,52.4,33.7,0.38,8.53,0.59,1.6,1.01,1.47,4.71,3.32
1920,Alban Lafont,GK,Nantes,Ligue 1,2430,0,0,0,0,0,0,0,0,0,0,0,0,,0.15,0,62.3,466.6,0.07,0.48,0.04,0.04,0,0,0.26,0,0,0,0.04,35.4,29.4,35.2,0.22,0.04,0,0,,16.7,33.6,1.48,0.07,0,15.2,15.1,0,2.67,0.74,0.04,0.11,0.07,5.52,0
1920,Albert Lottin,MF,Bordeaux,Ligue 1,45,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,94.4,454,0,4,0,0,8,6,42,0,6,12,4,56,10,32,28,0,0,6,66.7,40,106,7.58,2.05,0.76,32,32,0,8,0,0,0,0,6,2
1920,Alberto Cerri,FW,SPAL,Serie A,420,0.21,0,0.21,0.21,0.21,0.26,0.16,0.42,0.26,0.42,2.13,0.85,15.3,2.36,0,65.3,51.7,1.7,1.7,1.06,0,2.55,0.64,10,0.21,0.21,0.85,0.85,40.2,0.85,2.13,21.7,19.1,5.74,2.55,75,27.9,78.7,0.6,0.12,0,52.3,34.3,0.21,10.2,0.64,0.43,1.48,1.48,4.07,14.08
1920,Alberto Cerri,FW,Cagliari,Serie A,244,0.37,0,0.37,0.37,0.37,0.23,0.06,0.29,0.23,0.29,2.59,1.11,16.6,1.48,0,68,41.1,1.11,1.11,0.74,0,1.48,1.48,12.6,0,0,1.48,0.74,50,1.11,4.07,26.3,21.9,5.19,1.11,100,25.9,28.9,2.56,0.93,0.12,59.6,39.6,0,15.2,0.74,0,1.7,1.28,1.91,6.38
1920,Alberto Grassi,MF,Parma,Serie A,641,0.14,0.14,0.28,0.14,0.28,0.06,0.03,0.09,0.06,0.09,1.13,0.28,20,1.4,0.28,84.8,153.1,0.7,2.96,0.56,0.14,2.11,1.41,15.4,2.25,2.25,3.66,1.27,47.9,2.96,11.4,26.8,12.4,1.27,1.27,44.4,29.7,77.5,5.64,1.49,0.16,33.8,29.6,0,5.49,0.99,0.85,0.99,1.27,9.3,1.55
1920,Alberto Moreno,DF,Villarreal,La Liga,1471,0,0,0,0,0,0.04,0.03,0.08,0.04,0.08,0.55,0.18,18.7,1.16,0.12,85.7,308.8,0.74,2.21,0.98,0.43,3.31,2.02,14.2,2.09,0.67,2.7,3.01,71.1,3.37,23.5,34.7,17.9,1.96,1.41,47.8,41.5,145.6,8.57,0,1.43,46.7,42.8,0.12,5.52,1.1,1.9,1.23,0.43,8.22,2.02
1920,Alberto Paloschi,FW,SPAL,Serie A,438,0,0,0,0,0,0.36,0.05,0.41,0.36,0.41,2.04,0.2,10.2,2.05,0,74.6,16.1,0.82,0.41,0,0,0.41,0.2,18.8,0.82,0,0.2,0.2,23.7,0.2,2.04,12.4,10.6,4.49,1.02,80,15.3,43.5,4.17,1.92,0.25,33.3,15.9,0,4.29,0,0.82,1.63,1.63,4.08,2.24
1920,Alberto Paloschi,FW,Cagliari,Serie A,204,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,1.3,0,28.7,0.88,0,79.5,10.9,0.87,0,0,0,0,0,15.7,0.43,0.87,0.87,1.3,28.7,0.87,3.48,12.6,13,3.91,2.17,40,18.7,33,9.67,2.79,0.82,39.6,20.9,0,4.78,0,0.43,1.3,0.87,3.91,4.35
1920,Albian Ajeti,MF,West Ham,Premier League,139,0,0,0,0,0,0.07,0.03,0.11,0.07,0.11,2,0,14.2,1.29,0,83.3,5.33,1.33,0,0,0,0,0.67,14,0,0.67,1.33,0,22,0,0.67,6,16,6,0,,10.7,10.7,3.43,1.49,0.17,42.7,16,0,3.33,0,0,4,0,2.67,6.67
1920,Albin Ekdal,MF,Sampdoria,Serie A,2385,0,0.08,0.08,0,0.08,0.06,0.04,0.1,0.06,0.1,0.64,0.08,18.3,2.15,0.26,87.2,187,0.87,3.85,0.83,0.04,3.92,2.19,19.1,1.81,1.21,3.4,1.96,54.9,3.02,14.9,34.5,9.66,1.02,1.25,72.7,34.7,135.2,6.5,2.18,0.49,35.5,32.7,0.04,6.49,0.87,0.19,1.62,2.11,11.3,1.92
1920,Aleix Febas,MF,Mallorca,La Liga,1690,0,0.16,0.16,0,0.16,0.03,0.08,0.11,0.03,0.11,0.43,0.16,20.2,2.24,0.27,84.7,109,1.01,2.02,0.48,0,2.66,2.13,19.5,0.85,1.01,3.14,0.16,48.2,0.48,7.98,27.8,15.5,2.23,2.55,62.5,38.1,112.8,8.89,1.11,0,43.6,35.7,0.11,8.83,0.69,0.37,1.01,2.55,6.65,1.01
1920,Aleix Vidal,MF,Alavés,La Liga,2165,0.08,0.17,0.25,0.08,0.25,0.1,0.16,0.26,0.1,0.26,0.91,0.37,19.6,2.95,0.37,72.1,159.4,1.62,2.32,1.12,0.54,2.78,0.95,18,1.49,0.58,1.54,0.58,44.7,0.79,6.1,24,18.6,1.87,2.07,44,27.2,103.9,5,1.79,1.61,40.4,28.5,0.08,6.76,2.12,2.37,0.75,1.95,5.77,1.28
1920,Alejandro Baena,MF,Villarreal,La Liga,15,0,0,0,0,0,0,0,0,0,0,0,0,,6,0,100,0,0,0,0,0,0,5,20,0,0,5,0,30,0,15,15,5,0,0,,10,0,6.76,2.31,0.15,30,15,0,0,0,0,0,0,0,0
1920,Alejandro Blesa,MF,Levante,La Liga,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,11,0,0,0,0,1,0,5,1,0,0,0,7,0,2,4,2,1,0,,5,21,2.76,0.47,0,4,4,0,1,1,0,1,0,2,1
1920,Alejandro Pozo Pozo,DF,Mallorca,La Liga,1498,0.06,0.12,0.18,0.06,0.18,0.02,0.07,0.09,0.02,0.09,0.36,0.12,23.9,1.74,0.18,75.6,267.1,1.02,2.05,1.02,0.6,2.47,2.35,18.4,1.87,1.08,3.43,1.93,61,3.01,18.2,27.3,19.6,0.72,1.75,48.3,35.8,134.6,2.63,1.05,1.05,38.3,34.5,0,6.14,1.2,3.01,1.27,1.02,8.92,1.26
1920,Alejandro Pozo Pozo,FW,Sevilla,La Liga,37,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,71.4,115,0,7.5,0,0,5,5,60,0,0,5,0,57.5,0,7.5,22.5,30,7.5,5,0,42.5,262.5,9.28,3.92,1.33,50,42.5,0,0,0,7.5,0,0,10,0
1920,Aleksa Terzić,DF,Fiorentina,Serie A,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,50,310,0,10,0,0,10,0,20,0,0,0,0,60,0,10,50,0,0,0,,50,80,1.81,0.5,0.17,60,50,0,20,0,0,0,0,10,0
1920,Aleksandar Dragović,DF,Leverkusen,Bundesliga,1029,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,0.18,0,6,1.14,0,90.7,497.6,0.09,6.23,0.26,0,5.09,1.93,9.47,2.11,0.61,2.54,5.18,92.2,5.35,38.2,54.4,5.09,0.26,0.09,100,64.6,163.1,2.5,0,0,68.3,67.5,0,10.3,2.81,0,1.49,0.53,10.6,3.07
1920,Aleksandar Kolarov,DF,Roma,Serie A,2732,0.23,0.1,0.33,0.16,0.26,0.23,0.16,0.39,0.13,0.29,2.27,0.53,24.2,3.43,0.23,78.8,313,1.84,2.63,1.35,0.53,4.61,1.35,8.62,1.18,0.59,1.94,2.34,70,3.72,19.6,31.1,24.4,2.24,1.02,71,40.8,163.7,3.86,0.96,0.09,47.7,44.3,0.1,6.55,2.7,2.66,0.95,0.99,8.36,2.5
1920,Aleksandar Sedlar,DF,Mallorca,La Liga,814,0,0,0,0,0,0,0.01,0.01,0,0.01,0.11,0.11,12.2,0.66,0,81.5,315.4,0.11,2.33,0,0,1.44,1.78,9.67,2.67,1.11,2.89,4,53.7,7.22,29.3,26.4,1.56,0.33,0.44,100,27.7,81.7,0,0,0,29.6,28.4,0,6.22,1.22,0,1.22,0.44,12.3,4.45
1920,Aleksandar Trajkovski,MF,Mallorca,La Liga,330,0,0,0,0,0,0.19,0.31,0.49,0.19,0.49,2.7,1.08,19.7,5.73,0.27,72.5,144.9,3.78,1.89,1.08,0.27,1.89,0.81,16.5,1.35,0.27,1.08,0,58.9,1.35,7.3,24.3,33,5.14,2.97,54.5,41.9,174.1,3.01,0.98,0.28,46.8,38.9,0,4.59,4.59,2.16,1.35,2.43,10.3,0.54
1920,Aleksandr Golovin,MF,Monaco,Ligue 1,2061,0.13,0.17,0.31,0.13,0.31,0.13,0.2,0.33,0.13,0.33,1.66,0.61,20.5,3.62,0.35,76.6,206.7,1.97,4.06,1.22,0.04,4.59,2.27,27.4,1.79,1.22,3.49,0.83,61.6,1.44,9,34.8,24.9,2.58,3.32,71.1,44.5,207.9,6.49,1.67,0.09,46.6,40.3,0.22,11.1,2.97,1.75,1.44,1.53,8.73,0.78
1920,Aleš Matějů,DF,Brescia,Serie A,2548,0,0.04,0.04,0,0.04,0.02,0.04,0.05,0.02,0.05,0.21,0.14,12.6,0.71,0.07,81.8,253.5,0.35,1.7,0.35,0.21,2.79,1.8,14.2,2.47,0.81,2.61,3.78,50.8,7.84,27.4,20.5,6.18,0.6,0.67,94.7,28,97.5,1.14,0.57,0.11,28.4,26.9,0.04,7.39,1.48,0.71,1.66,1.02,9.61,3.04
1920,Alessandro Bastoni,DF,Inter,Serie A,1921,0.09,0,0.09,0.09,0.09,0.06,0.07,0.13,0.06,0.13,0.38,0.19,10.2,1.45,0.09,88,378,0.75,4.32,0.61,0.23,4.37,1.78,11.5,1.6,0.66,2.44,3.47,76.2,9.72,32.2,42.5,8.17,0.8,0.7,53.3,51.8,209.2,0,0,0,55.1,54.4,0.09,9.86,2.25,0.8,1.74,1.31,10.2,3.29
1920,Alessandro Deiola,MF,Lecce,Serie A,717,0.13,0.13,0.25,0.13,0.25,0.05,0.03,0.09,0.05,0.09,1.13,0.25,20.9,1.76,0.13,75.7,126.4,1.13,1.38,0.63,0.13,2.63,2.38,19,1.88,0.75,3.13,2.38,47.9,3.5,15.9,26,8.38,1.63,1.75,71.4,1,71.5,4.58,2.21,0.08,0,0,0,1,0,0,0.88,1,9,1
1920,Alessandro Deiola,MF,Cagliari,Serie A,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,,29.1,4,11.5,4.68,0,33.5,29.9,0.13,4.38,1.88,0.63,0,0,1,0
1920,Alessandro Florenzi,DF,Roma,Serie A,997,0,0.09,0.09,0,0.09,0.05,0.18,0.23,0.05,0.23,0.95,0.12,19.3,2.17,0.18,81.8,396.8,1.17,4.41,1.26,0.36,6.49,1.44,11.8,1.98,0.63,2.07,2.61,65.7,3.81,22.4,31.4,15.1,1.9,1.19,70,37.6,95.7,6.56,2.21,0.66,44.2,40.6,0,6.19,2.38,2.62,0.99,1.08,10.4,2.16
1920,Alessandro Florenzi,DF,Valencia,La Liga,752,0,0,0,0,0,0.04,0.09,0.12,0.04,0.12,1.26,0.18,25.5,0.84,0,75.5,283.2,0.36,2.5,1.31,0.6,4.64,1.43,12.5,2.02,1.19,2.62,2.02,70.3,3.6,20.2,37.1,18.7,2.52,0.99,18.2,43.2,172.5,5,0,5,50.3,45.9,0.18,8.65,2.16,2.25,0.83,0.6,8.93,1.19
1920,Alessandro Matri,FW,Brescia,Serie A,89,0,0,0,0,0,0.39,0.3,0.69,0.39,0.69,6,1,15.1,5.06,0,65.5,181,4,4,2,0,6,0,16,1,0,0,1,50,1,2,20,30,11,5,40,34,17,3.98,1.19,0.34,72,41,0,8,0,1,1,1,3,7
1920,Alessandro Murgia,MF,SPAL,Serie A,1750,0,0.05,0.05,0,0.05,0.11,0.11,0.22,0.11,0.22,1.29,0.36,20.5,2.78,0.1,83.4,179.6,1.65,2.68,0.41,0.15,2.42,1.6,21.4,1.03,0.77,2.37,1.08,52,2.63,12.6,25.9,15.9,1.55,0.88,76.5,31.7,59.9,7.24,2.04,0.61,37.9,33.3,0.1,6.13,0.82,1.24,1.19,1.13,7.99,1.75
1920,Alessandro Schöpf,MF,Schalke 04,Bundesliga,1432,0,0.06,0.06,0,0.06,0.08,0.05,0.13,0.08,0.13,0.88,0.19,18.3,1.7,0.19,83.5,114.8,0.69,1.7,0.31,0.06,1.89,1.95,18.9,1.51,0.94,2.89,0.57,54.7,1.07,12.1,25.9,21.1,2.2,3.14,52,39.6,127.2,0,0,0,46.2,37.2,0,9.81,0.57,0.69,1.26,1.13,10.5,2.27
1920,Alessandro Semprini,DF,Brescia,Serie A,629,0.14,0,0.14,0.14,0.14,0.12,0.06,0.17,0.12,0.17,0.29,0.14,18.5,1.57,0,76.7,346.9,1,2.57,0.86,0.29,5.43,1.43,11.7,2.86,0.43,1.86,2.29,60.6,4.86,21.9,28.4,14.3,0.57,1,71.4,34,126.3,4.18,1.02,1.17,34.9,33.4,0,3.71,1.71,1.29,0.57,0.86,8.71,1.86
1920,Alessandro Tripaldelli,DF,Sassuolo,Serie A,135,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,82.6,296.7,0,2,0,0,2.67,2.67,15.3,2,0.67,3.33,2.67,58.7,4.67,18.7,32,12.7,0,2,66.7,42,148,4.65,1.75,0.44,42.7,40.7,0,4,0,1.33,1.33,2,4,0.67
1920,Alessio Cragno,GK,Cagliari,Serie A,1440,0,0,0,0,0,0,0,0,0,0,0,0,,0.06,0,64.2,382.1,0.06,0.25,0.06,0,0,0,0.06,0,0,0,0.06,33,30.1,32.9,0.19,0,0,0,,10.6,47.1,2.22,2.22,0,9.06,9,0,0.94,0.69,0,0,0.06,4.44,0
1920,Alessio Romagnoli,DF,Milan,Serie A,3091,0.03,0,0.03,0.03,0.03,0.05,0.02,0.06,0.05,0.06,0.41,0.09,8.9,0.87,0.09,92,359.2,0.32,3.5,0.15,0,3.32,1.05,8.78,1.57,1.14,2.19,5.13,66.6,9.07,33.8,34.8,2.16,0.55,0.17,66.7,42.4,109.8,0,0,0,47.4,46.6,0.03,5.66,1.37,0,1.22,0.64,8.89,3.79
1920,Álex Alegría,FW,Mallorca,La Liga,109,0,0,0,0,0,0,0,0,0,0,0,0,,0.83,0,65.7,34.2,0,0.83,0,0,0,0.83,17.5,0.83,0.83,1.67,0,40.8,0,1.67,22.5,18.3,3.33,1.67,50,17.5,67.5,5.84,1.79,1.61,56.7,33.3,0,11.7,0.83,0,4.17,3.33,4.17,16.67
1920,Álex Berenguer,MF,Torino,Serie A,1823,0.3,0.1,0.39,0.3,0.39,0.21,0.15,0.36,0.21,0.36,1.97,0.64,16.8,3.8,0.44,74.2,136.9,1.58,1.87,1.38,0.2,3.4,1.08,21.7,1.67,0.74,1.82,0.94,53.2,1.08,8.62,25.7,24.7,3.99,5.32,65.7,39.2,207.2,7.62,1.9,0,51.4,37.5,0.49,6.5,1.18,1.87,1.33,2.02,6.11,2.96
1920,Álex Collado,DF,Barcelona,La Liga,6,0,0,0,0,0,0,0,0,0,0,0,0,,15,0,90,70,0,10,0,0,0,0,20,0,0,0,0,100,0,0,40,60,10,0,,80,210,8.8,3.23,0.6,90,90,0,10,0,0,0,0,10,10
1920,Alex Ferrari,DF,Sampdoria,Serie A,1005,0,0,0,0,0,0.03,0,0.03,0.03,0.03,0.36,0.09,11.9,0.45,0,80.7,208.5,0,1.88,0.18,0,1.7,1.52,11.9,1.96,1.52,3.04,4.64,48.9,6.07,26,23.9,1.79,0.36,0.8,77.8,27.1,78.4,2.86,1.43,0,25,24.5,0,6.07,1.07,0,1.43,1.16,10.7,2.41
1920,Alex Iwobi,MF,Everton,Premier League,1596,0.06,0,0.06,0.06,0.06,0.13,0.13,0.26,0.13,0.26,1.3,0.51,17,2.48,0.11,75.2,166.2,1.24,3.22,1.81,0.51,5.03,1.53,20.8,1.13,0.56,2.09,0.73,44.5,0.96,7.06,21.8,19.7,2.71,2.26,67.5,35,145.1,3.43,0.9,0.17,39.4,30.7,0.28,6.33,1.47,1.92,0.68,0.23,8.19,1.25
1920,Álex Martínez,DF,Granada,La Liga,15,0,0,0,0,0,0.22,0,0.22,0.22,0.22,5,0,20.6,0,0,50,310,0,0,5,0,5,0,5,0,0,0,0,50,0,5,20,35,0,0,,25,195,1.94,0.59,0.15,25,25,0,5,10,15,0,0,5,0
1920,Alex McCarthy,GK,Southampton,Premier League,2520,0,0,0,0,0,0,0,0,0,0,0,0,,0.14,0,54.1,461.5,0.04,0.96,0.04,0,0,0,0.04,0,0,0,0,32,25.4,31.9,0.21,0,0,0.07,100,14,37.8,4.44,1.11,0,12.6,12.6,0,3.54,1.21,0,0.04,0.11,4.18,0
1920,Alex Meret,GK,Napoli,Serie A,1951,0,0,0,0,0,0,0,0,0,0,0,0,,0.05,0,84.5,262.4,0,0.05,0,0,0,0,0.14,0.05,0,0,0.05,29.4,27.4,29.4,0,0,0,0,,13.8,20.2,3.36,0.85,0.13,13.4,13.2,0.05,2.76,0.32,0,0,0.14,4.47,0
1920,Álex Moreno,DF,Betis,La Liga,2265,0,0.16,0.16,0,0.16,0.09,0.08,0.17,0.09,0.17,0.99,0.32,16.1,2.3,0.2,78.5,204.7,0.95,1.59,1.11,0.52,2.78,1.59,14.9,1.87,0.67,2.26,2.98,64.4,2.66,18.3,28.3,23.1,3.57,3.25,58.5,39.9,182.5,5.76,1.85,1.3,43.7,38.3,0,6.67,0.99,2.58,1.23,1.27,8.17,1.94
1920,Alex Oxlade-Chamberlain,MF,Liverpool,Premier League,1485,0.24,0.06,0.3,0.24,0.3,0.17,0.08,0.25,0.17,0.25,2.42,0.61,22,2.55,0.24,79.1,154.8,1.03,5.09,1.88,0.42,4.3,1.39,22.7,1.64,0.79,2.18,0.42,58.5,0.79,5.21,31.9,26.2,2.85,3.27,64.8,42.6,136.1,2.06,0.28,0,53.6,44.3,0.24,8.24,1.94,1.76,1.03,0.85,8.06,2.37
1920,Álex Remiro,GK,Real Sociedad,La Liga,2250,0,0,0,0,0,0,0,0.01,0,0.01,0.04,0,5,0.16,0,75.1,491.2,0.04,0.28,0,0,0,0,0.04,0,0,0,0.16,39,34.4,38.8,0.24,0.04,0.04,0.04,100,21.9,44.2,2.31,0,0,20.8,20.8,0,3.84,1.16,0,0,0.2,4.36,0
1920,Alex Sandro,DF,Juventus,Serie A,2385,0.04,0.11,0.15,0.04,0.15,0.03,0.09,0.12,0.03,0.12,0.64,0.19,17.3,2.68,0.23,86.1,397.9,1.28,4.23,1.77,0.6,5.62,1.58,11.2,1.85,1.25,2.83,2.15,84.7,3.66,21.6,45,25,1.17,1.74,65.2,58.6,199.9,3,0.81,0.04,61.4,58.6,0.11,8.64,1.62,1.96,1.58,1.7,10.4,2.3
1920,Alexander Djiku,DF,Strasbourg,Ligue 1,2064,0.04,0.04,0.09,0.04,0.09,0.1,0.02,0.12,0.1,0.12,0.87,0.26,16.7,0.7,0.04,89,341.2,0.22,2.88,0.13,0.04,3.06,2.84,13.3,1.31,1.66,4.5,6.03,65.6,5.85,32.6,34.2,3.1,0.83,0.74,76.5,40.7,120.4,0,0,0,42,41.3,0,6.59,2.31,0.17,1.62,1,10.7,3.72
1920,Alexander Esswein,FW,Hertha BSC,Bundesliga,213,0,0,0,0,0,0.14,0.41,0.55,0.14,0.55,0.83,0.42,35,1.69,0,63.4,135,1.25,2.5,0.42,0,5,3.33,27.5,3.75,0.42,3.75,3.33,53.8,3.75,17.1,24.6,16.3,2.5,1.25,66.7,28.3,106.3,0,0,0,39.2,33.3,0,7.08,1.25,3.33,2.08,2.5,6.25,2.92
1920,Alexander Hack,DF,Mainz 05,Bundesliga,805,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09,0.79,0.11,20.9,1.12,0,77.7,344.5,0.45,3.82,0.34,0,4.38,3.15,13.6,3.93,2.02,5.17,9.55,66.4,11.3,37,31,2.81,0.67,0.67,66.7,34.4,141.2,4.83,1.5,0.17,34.8,33.9,0.22,7.08,2.47,0,1.35,1.35,11.7,6.74
1920,Alexander Isak,FW,Real Sociedad,La Liga,1507,0.54,0.06,0.6,0.54,0.6,0.38,0.13,0.51,0.38,0.51,2.63,1.32,12.9,1.97,0.3,73,34.7,0.9,0.72,0.78,0,1.62,0.54,15.5,0.6,0.18,0.72,0.36,29.8,0.42,1.02,14.8,16.5,6.17,2.51,57.1,21.1,106.3,0,0,0,43.6,22.3,0.24,4.97,0.18,0.48,1.32,0.9,2.99,3.83
1920,Alexander Nübel,GK,Schalke 04,Bundesliga,2315,0,0,0,0,0,0,0,0,0,0,0,0,,0.12,0,71.5,476.3,0.04,0.51,0.04,0,0,0,0.04,0,0,0,0.08,41.9,36,41.9,0.12,0,0,0,,22.7,47.7,4.71,1.62,0.47,21.5,21.5,0,2.68,1.36,0,0.04,0.19,4.63,0
1920,Alexander Schwolow,GK,Freiburg,Bundesliga,2091,0,0,0,0,0,0,0,0,0,0,0,0,,0.09,0,68.2,573.4,0,0.43,0,0,0,0,0,0.09,0,0,0.04,45.6,40,45.4,0.17,0,0,0,,25.3,56.8,3.64,0.68,1.25,22.2,22.1,0,4.18,0.86,0,0,0.13,4.83,0
1920,Alexander Tettey,MF,Norwich City,Premier League,2338,0.04,0.04,0.08,0.04,0.08,0.03,0.03,0.06,0.03,0.06,0.88,0.12,23.2,0.69,0.04,88.6,156.7,0.19,2.08,0.15,0,1.69,1.19,14.8,1.54,1,2.19,3.27,57.5,4.96,21.7,32.2,6.81,0.46,0.92,66.7,36.6,86,6.49,1.62,1.62,37.8,36.5,0.04,10.8,0.73,0.04,0.81,0.27,12.6,2.3
1920,Alexandre Lacazette,FW,Arsenal,Premier League,1874,0.48,0.19,0.67,0.48,0.67,0.41,0.15,0.55,0.41,0.55,2.55,1.25,11.9,2.88,0.72,77.6,51.2,1.06,1.35,1.11,0.29,1.44,1.11,22.3,0.63,0.48,1.59,0.67,37.8,1.06,4.66,17.6,17.3,5.53,2.21,54.3,26.1,60.6,3.23,0.83,0.1,43.6,26.7,0.19,6.01,0.43,0.82,2.07,2.16,4.9,4.14
