season,player,position,team,league,mins,goals,assists,goals_assists,npg,npg_assists,xg,xa,xg_xa,npxg,npxg_xa,shots,shots_on_target,shot_distance,sca,gca,pass_percent,prog_pass_dist,key_passes,pass_final_third,ppa,cross_pa,prog_pass,tackles,pressures,blocks,interceptions,tkl_int,clearances,touches,touches_def_pen,touches_def_third,touches_mid_third,touches_att_third,touches_att_pen,dribble_att,dribble_success,carries,prog_carry_dist,prog_carries,carries_final_third,carries_pen_area,targets,receptions,through_balls,pressured_passes,switches,crosses,fouls,fouled,recoveries,aerial_duels
1718,Jonathan de Guzmán,MF,Eint Frankfurt,Bundesliga,1092,0,0.25,0.25,0,0.25,0.09,0.11,0.2,0.09,0.2,1.07,0.33,22.4,3.13,0.41,75.2,263.1,1.65,4.38,1.49,0.17,5.45,1.57,16.8,0.99,0.83,2.4,0.25,63,1.4,10.1,39.2,18.1,1.07,1.74,57.1,41.1,127.3,5.95,1.9,0.08,42.5,38.8,0,9.09,3.8,1.32,1.32,1.07,12.1,1.49
1718,Bright Gyamfi,DF,Benevento,Serie A,326,0,0,0,0,0,0.02,0.02,0.03,0.02,0.03,0.83,0.56,19.1,0.56,0,78,222.5,0.28,1.94,0.56,0.28,2.78,1.67,14.7,1.11,1.11,2.78,2.5,61.7,2.78,18.6,28.1,18.9,2.22,2.22,50,34.4,103.1,6.11,2.78,0,36.7,34.2,0,9.17,0.83,3.33,1.39,0.28,12.5,3.89
1718,Nicolas Haas,MF,Atalanta,Serie A,171,0,0,0,0,0,0.06,0.05,0.1,0.06,0.1,1.05,0,20.8,0.55,0,84.6,239.5,0.53,3.68,2.11,0.53,4.74,1.58,23.2,0.53,0,1.58,2.11,54.2,3.16,11.6,28.9,16.3,1.58,0.53,100,40.5,57.9,2.63,1.58,0.53,45.8,42.1,0,8.42,1.58,1.05,1.05,0.53,7.37,1.05
1718,Janik Haberer,MF,Freiburg,Bundesliga,2748,0.1,0.13,0.23,0.07,0.2,0.17,0.09,0.26,0.12,0.21,1.38,0.49,19.5,2.41,0.16,70.7,101.7,1.08,2.39,0.52,0.16,3.05,1.74,28.6,1.51,0.75,2.49,1.8,46.3,1.77,7.44,25.8,15.6,2.36,1.31,60,29.6,59.7,2.98,1.02,0.26,39.8,29.1,0.2,7.48,0.69,0.69,2.36,2.23,8.89,4.56
1718,Hacen,MF,Levante,La Liga,80,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,65.8,86.7,0,0,0,0,0,0,7.78,3.33,0,0,1.11,47.8,2.22,13.3,31.1,5.56,0,0,,23.3,25.6,0,0,0,31.1,27.8,0,7.78,0,0,1.11,1.11,14.4,2.22
1718,Alexander Hack,DF,Mainz 05,Bundesliga,1287,0.07,0,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,0.91,0.28,17.4,0.42,0,78.8,336.2,0.35,3.78,0.28,0,4.34,3.29,12.2,2.59,0.98,4.27,9.09,60.4,9.44,32.9,28.5,2.87,1.33,0.35,80,31,119.7,2.87,0.28,0,31.7,31.1,0,8.11,2.1,0.28,0.7,1.33,11.5,7.34
1718,Robin Hack,FW,Hoffenheim,Bundesliga,69,1.3,0,1.3,1.3,1.3,0.46,0.09,0.55,0.46,0.55,2.5,1.25,12.7,1.34,0,66.7,77.5,1.25,0,0,0,1.25,2.5,22.5,0,0,2.5,1.25,33.8,0,6.25,3.75,23.8,5,0,,16.3,40,2.5,0,1.25,25,17.5,0,1.25,2.5,1.25,1.25,3.75,6.25,2.5
1718,Munir El Haddadi,FW,Alavés,La Liga,2436,0.37,0.22,0.59,0.37,0.59,0.32,0.13,0.45,0.32,0.45,2.29,0.89,16.2,3.23,0.44,65.8,73.6,1.51,0.92,1,0.37,1.7,0.81,19.6,0.55,0.33,1.14,0.07,39,0.26,2.32,16.9,22.6,3.69,2.18,61,28.5,46.8,2.44,1.03,0.22,44.5,26.9,0.11,5.79,1.4,1.66,1.22,4.21,4.72,2.14
1718,Oussama Haddadi,DF,Dijon,Ligue 1,2504,0.04,0.04,0.07,0.04,0.07,0.03,0.05,0.08,0.03,0.08,0.29,0.14,15.9,1.76,0.07,74.2,279.1,0.86,2.45,1.15,0.58,3.78,1.91,14.1,1.73,1.29,3.2,1.4,57.8,3.6,20.9,26.3,15.5,1.12,1.33,62.2,35.5,149.7,5.94,1.98,0.22,34.2,31,0.04,7.59,1.83,2.3,1.55,0.58,10.5,0.43
1718,Florent Hadergjonaj,DF,Huddersfield,Premier League,1674,0,0.05,0.05,0,0.05,0.02,0.09,0.12,0.02,0.12,0.43,0.16,26,1.67,0.05,64.7,277.9,1.34,2.85,1.34,0.86,3.76,0.91,10.3,1.99,0.86,1.77,1.56,55.5,3.23,14.9,22.6,20.9,0.75,1.51,57.1,30.5,89.2,3.98,1.18,0.11,35.7,30.6,0.11,8.17,1.45,4.52,0.91,0.65,8.49,1.24
1718,André Hahn,FW,Hamburger SV,Bundesliga,1358,0.2,0,0.2,0.2,0.2,0.23,0.06,0.28,0.23,0.28,2.72,1.06,16.6,1.4,0.13,54.3,64.2,0.46,0.79,0.86,0.46,1.26,1.66,27,1.99,0.26,1.92,1.26,40.6,1.99,6.23,16.4,19.9,4.04,1.06,37.5,20.4,43.3,2.32,0.6,0.2,44.1,26.2,0.13,5.89,0.6,1.85,2.52,1.19,5.96,7.88
1718,Massadio Haïdara,FW,Newcastle Utd,Premier League,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,,2,6,0,0,0,3,2,0,1,0,0,0,0,0,0
1718,Oualid El Hajjam,DF,Amiens,Ligue 1,2198,0.04,0.04,0.08,0.04,0.08,0.05,0.04,0.09,0.05,0.09,0.78,0.12,22.8,1.19,0.12,69.3,259.7,0.53,2.05,0.37,0.25,2.38,2.5,11.6,1.56,2.75,5.25,2.62,55.1,3.81,21.8,24.1,13.1,0.74,1.43,65.7,28.6,91.6,3.77,1.43,0.04,26.1,23.7,0,6.52,0.78,1.6,1.48,1.07,10.7,0.9
1718,Izet Hajrović,MF,Werder Bremen,Bundesliga,189,0,0,0,0,0,0.11,0.12,0.23,0.11,0.23,2.86,0.95,24.4,3.93,0,68.6,155.7,1.9,1.43,0.48,0.48,2.38,1.43,12.9,0,0.48,1.9,0.48,56.7,0.95,6.19,25.7,31,2.86,5.71,50,42.4,137.6,6.19,2.38,0.95,45.7,36.7,0,3.81,2.86,2.38,2.86,1.43,9.05,2.85
1718,Achraf Hakimi,DF,Real Madrid,La Liga,758,0.24,0.12,0.36,0.24,0.36,0.06,0.04,0.1,0.06,0.1,0.6,0.48,11.8,1.31,0.12,82.1,253.1,0.6,2.62,1.07,0.48,3.21,1.9,19.2,2.02,1.67,3.57,1.07,67.7,3.45,16.8,31.4,24.9,2.14,3.57,76.7,51,150.5,6.55,2.14,0.95,50.4,45.4,0,8.33,0.83,2.5,0.48,0.71,7.38,0.84
1718,Alen Halilović,FW,Las Palmas,La Liga,1305,0.14,0.07,0.21,0.14,0.21,0.12,0.12,0.24,0.12,0.24,2.62,1.03,24.2,3.17,0.28,72.6,135.6,1.45,2.21,1.45,0.69,2.41,0.34,12.1,0.76,0.28,0.62,0.41,44.8,0.55,4.48,21.3,25.4,2.07,2.62,60.5,35.8,160.6,9.38,3.79,0.76,39.8,32.5,0,5.1,2.41,3.86,0.55,1.79,4.62,0.83
1718,Sébastien Haller,FW,Eint Frankfurt,Bundesliga,2347,0.35,0.15,0.5,0.27,0.42,0.29,0.13,0.42,0.23,0.36,1.49,0.54,12.5,1.99,0.15,65.1,49.9,1.03,1.53,0.57,0,1.88,1,21.6,0.84,0.23,1.23,1.23,41.3,1.65,3.41,21,18.8,5.4,1.76,52.2,25.8,38.4,2.3,0.54,0.42,54.3,30.3,0.23,8.16,0.46,0.61,2.11,1.99,4.98,8.01
1718,Emil Hallfreðsson,MF,Udinese,Serie A,764,0,0,0,0,0,0,0.07,0.07,0,0.07,0.24,0.12,30.6,2.62,0.12,86.3,181.3,1.29,4.82,0.82,0.24,3.76,2.71,23.5,2.12,1.76,4.47,2.35,64.1,2.94,13.6,40,15.2,0.24,1.76,73.3,42.5,113.4,6.47,1.88,0,39.8,37.8,0,8.12,2,1.76,2.35,1.53,13.9,2.82
1718,Marcel Halstenberg,DF,RB Leipzig,Bundesliga,1178,0.15,0.15,0.31,0.15,0.31,0.11,0.08,0.2,0.11,0.2,1.98,0.61,18.6,1.91,0.15,78.2,289.6,0.99,2.06,1.22,0.23,5.19,1.6,9.62,2.6,1.07,2.67,2.29,71.5,2.6,17.8,36.8,21.4,2.98,1.68,59.1,38.9,98.5,5.5,2.6,0.31,41,37.3,0.15,9.16,0.92,1.6,0.76,0.84,14.2,4.66
1718,Ben Hamer,GK,Leicester City,Premier League,275,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,65.2,357.7,0,0.97,0,0,0,0,0,0,0,0,0,25.5,21.9,25.5,0.32,0,0,0,,13.9,49.4,0,0,0,11.3,11.3,0,1.94,0.32,0,0,0,4.19,0
1718,Romain Hamouma,FW,Saint-Étienne,Ligue 1,1847,0.24,0.15,0.39,0.24,0.39,0.39,0.15,0.53,0.39,0.53,2.1,0.88,14.3,3.5,0.53,70.7,99.2,1.56,1.17,0.49,0.24,1.56,0.73,11.9,0.98,0.68,1.41,0.15,42.9,0.54,4.93,17,24.2,4.54,1.61,51.5,28,87.1,5.22,1.27,0.68,40.1,29.2,0.15,5.51,1.17,3.07,0.78,1.8,5.17,0.98
1718,Marek Hamšík,MF,Napoli,Serie A,2371,0.27,0.04,0.3,0.27,0.3,0.27,0.13,0.4,0.27,0.4,3.27,1.18,18.9,4.17,0.38,88.7,325.3,2.02,10.2,2.05,0.34,8.94,1.37,14.1,1.52,0.42,1.79,0.57,106.5,1.22,9.96,66.2,35.8,3.95,0.91,66.7,80.3,163.5,8.97,3.31,0.42,101.6,93.3,0.08,13.1,2.24,1.22,0.38,0.46,7.3,1.14
1718,Samir Handanović,GK,Inter,Serie A,3420,0,0,0,0,0,0,0,0,0,0,0,0,,0.11,0,83.2,389.7,0,0,0,0,0,0,0.08,0,0,0,0,30.2,28.8,30.2,0.05,0,0,0,,15,42.2,0,0,0,12.9,12.8,0.03,2.53,0.47,0,0.03,0.05,4.45,0
1718,Tim Handwerker,DF,Köln,Bundesliga,396,0,0.23,0.23,0,0.23,0.07,0.12,0.19,0.07,0.19,2.05,1.14,26.4,1.6,0.23,62.7,148.4,0.91,1.59,0.91,0.68,1.82,2.95,16.4,1.36,0.91,3.86,2.05,49.5,2.95,12.5,22.5,18.9,2.95,2.5,72.7,33.4,140.2,6.82,1.82,1.14,35.5,29.5,0,7.05,0.91,4.09,0.23,1.14,6.82,2.04
1718,Genki Haraguchi,MF,Hertha BSC,Bundesliga,211,0,0,0,0,0,0.07,0.44,0.51,0.07,0.51,0.43,0,6,1.76,0.88,64.9,50.4,0.87,0.43,0.43,0.43,0.43,3.04,25.2,1.3,0.87,3.91,1.3,35.7,1.3,6.96,20.4,10.9,2.17,2.61,100,27,89.1,4.78,2.17,0.87,31.3,23,0,3.91,0,0.43,2.61,1.74,5.65,1.73
1718,Amine Harit,MF,Schalke 04,Bundesliga,2043,0.13,0.13,0.26,0.09,0.22,0.13,0.2,0.33,0.1,0.3,1.1,0.4,18.7,3.91,0.61,81.1,99.9,1.76,1.63,1.85,0.44,3.17,1.23,23.3,1.28,0.75,1.98,0.18,49.2,0.44,5.73,28.5,21.2,3,4.54,67,43.3,172.5,7.93,3.3,1.1,45.2,36.3,0.09,6.04,0.62,1.32,0.84,4.14,7.97,0.93
1718,Martin Harnik,FW,Hannover 96,Bundesliga,1888,0.43,0.1,0.52,0.43,0.52,0.39,0.08,0.47,0.39,0.47,2.33,1.05,11.5,1.81,0.29,66,70.8,0.76,1.52,0.76,0.29,2.19,0.71,24.5,1.14,0.14,0.86,0.95,39.1,1.1,5.38,19.9,15.7,3.67,1.48,61.3,23.7,45,2.43,0.62,0.38,44.6,28,0.05,5.57,0.62,0.81,1.9,1.1,6.33,4.96
1718,Rekeem Harper,MF,West Brom,Premier League,21,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,,9,0,80,185,10,0,0,0,0,0,25,5,0,0,0,35,0,5,30,10,0,0,,25,85,5,0,0,10,10,0,0,5,0,0,0,20,0
1718,Joe Hart,GK,West Ham,Premier League,1710,0,0.05,0.05,0,0.05,0,0.04,0.04,0,0.04,0,0,,0.05,0.05,49.9,501.3,0.05,1.37,0.11,0,0,0,0.05,0.05,0,0,0.05,30.3,25.5,29.8,0.47,0.11,0,0.05,100,13.3,62.1,0,0.05,0,11.2,11.1,0,2.21,0.95,0,0,0.05,4.16,0
1718,Makoto Hasebe,DF,Eint Frankfurt,Bundesliga,2090,0,0,0,0,0,0,0,0.01,0,0.01,0.09,0.04,26.5,0.47,0,87.4,234.8,0.22,2.8,0.34,0,2.89,1.42,12,2.07,0.69,2.11,3.1,58,4.91,26,34.9,3.06,0.09,0.34,87.5,37.4,136,2.59,0.65,0,36.8,35.4,0,5.3,1.59,0.04,0.69,1.21,12.5,1.76
1718,Hans Hateboer,DF,Atalanta,Serie A,2398,0,0.04,0.04,0,0.04,0.07,0.06,0.13,0.07,0.13,0.86,0.3,15.3,1.84,0.11,79.3,257.2,0.6,2.82,1.28,0.45,5.49,1.58,13.6,1.95,0.56,2.14,1.5,63,2.11,14.5,30.3,22.7,2.37,1.43,52.6,40,124,5.9,1.69,0.41,46.2,41.1,0.04,8.42,0.64,1.92,1.02,0.68,8.61,2.71
1718,Kai Havertz,MF,Leverkusen,Bundesliga,2144,0.13,0.34,0.46,0.13,0.46,0.17,0.17,0.33,0.17,0.33,1.51,0.59,15,3.45,0.42,81,142.9,1.3,3.57,1.18,0.21,3.82,1.05,19,1.34,0.67,1.72,1.22,60.5,1.13,7.77,35.8,22.2,3.45,2.52,61.7,44.5,122.1,6.09,2.31,0.5,57.4,45,0.29,11.8,1.13,1.09,1.26,1.97,8.61,6.43
1718,Isaac Hayden,MF,Newcastle Utd,Premier League,1374,0.07,0,0.07,0.07,0.07,0.06,0.06,0.12,0.06,0.12,0.92,0.59,20.8,1.77,0.13,74.2,110.1,0.78,2.35,0.72,0.39,2.09,2.68,15,1.76,1.44,4.12,2.16,46.1,3.01,13.3,24.1,10.5,1.24,0.78,50,26.5,46.3,1.76,0.46,0.39,27.3,23.7,0,6.08,0.26,0.72,1.96,0.78,12.2,3.27
1718,Eden Hazard,FW,Chelsea,Premier League,2422,0.45,0.15,0.59,0.37,0.52,0.29,0.26,0.55,0.24,0.5,2.49,1.23,17.3,6.44,0.59,82.2,211.1,3.09,4.2,3.05,0.3,7.06,0.26,8.29,0.37,0.22,0.48,0.04,65.8,0.04,3.75,27,41.7,6.99,5.17,72.7,56.1,222.6,13.3,3.64,2.23,68,54.3,0.15,10.3,2.6,2.19,0.48,3.05,6.17,0.85
1718,Thorgan Hazard,MF,M'Gladbach,Bundesliga,2939,0.31,0.15,0.46,0.15,0.31,0.42,0.2,0.62,0.28,0.48,2.42,0.8,17.3,4,0.46,73.1,166.4,2.05,1.5,1.68,0.28,3.64,1.38,17.9,1.31,0.61,1.99,0.64,55,0.8,6.91,23.7,28.8,4.8,4.22,52.2,39.1,141.3,7.09,2.08,1.56,50.9,37.6,0.12,8.53,1.83,2.23,0.76,1.68,7.58,2.84
1718,Tom Heaton,GK,Burnley,Premier League,305,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,56.5,516.5,0,1.76,0,0,0,0,0,0,0,0,0,31.2,24.7,28.8,2.65,0,0,0,,12.6,55.3,0,0,0,9.71,9.71,0,2.35,0.88,0,0,0,5.88,0
1718,Jonas Hector,DF,Köln,Bundesliga,1759,0.1,0.1,0.2,0.1,0.2,0.05,0.12,0.17,0.05,0.17,0.72,0.21,15.3,1.94,0.26,78.2,278.4,1.18,4.1,0.87,0.15,4.87,2.05,15.5,2.92,1.23,3.28,3.13,72.5,4.05,18.2,36.9,21.5,2.41,1.74,67.6,40.2,99.9,4.67,1.33,0.31,45.8,39.4,0.1,9.64,1.23,1.38,1.03,1.54,12.2,4.62
1718,Michael Hefele,DF,Huddersfield,Premier League,33,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,88.9,77.5,0,2.5,0,0,2.5,0,5,0,5,5,12.5,40,7.5,25,20,0,0,0,,12.5,122.5,0,0,0,15,15,0,0,0,0,5,0,5,5
1718,Ahmed Hegazi,DF,West Brom,Premier League,3386,0.05,0,0.05,0.05,0.05,0.04,0.01,0.05,0.04,0.05,0.43,0.11,10.1,0.43,0,71.2,242.9,0.16,1.68,0.29,0.08,1.78,1.57,7.21,2.21,1.38,2.95,6.38,44.5,9.18,29.6,15,2.31,0.98,0.53,70,21.2,71.4,1.41,0.21,0,20.1,18.6,0,4.63,1.12,0.24,0.66,0.4,11.6,2.87
1718,Gauthier Hein,FW,Metz,Ligue 1,82,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,1.11,0,20,1.11,0,91.5,103.3,1.11,0,0,0,2.22,2.22,11.1,0,1.11,3.33,1.11,64.4,3.33,13.3,24.4,34.4,4.44,0,,42.2,144.4,6.67,3.33,1.11,58.9,45.6,0,3.33,1.11,1.11,1.11,1.11,8.89,1.11
1718,Dominique Heintz,DF,Köln,Bundesliga,2790,0.03,0,0.03,0.03,0.03,0.01,0.01,0.02,0.01,0.02,0.29,0.13,19.8,0.55,0.1,82.5,357.7,0.13,4.48,0.32,0.06,4.16,1.81,9.55,1.87,1,2.81,4.45,58.3,6.68,28.1,31.4,2.68,0.45,0.45,64.3,36.6,112,3.06,0.55,0,36.4,35.6,0.06,6.87,1.74,0.35,0.81,0.58,10.5,2.75
1718,Filip Helander,DF,Bologna,Serie A,2499,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0.11,0.04,6.7,0.32,0,80.4,251.9,0,2.41,0.11,0,2.99,1.65,13.3,2.48,0.4,2.05,4.96,55.8,7.45,29.5,28.6,1.8,0.43,0.18,100,32.1,121.9,3.17,0.47,0,34,33.3,0,5.76,0.9,0,0.97,0.43,9.68,3.74
1718,Marcel Heller,FW,Augsburg,Bundesliga,1299,0,0.07,0.07,0,0.07,0.15,0.13,0.27,0.15,0.27,0.83,0.28,12.1,2.35,0.35,54.8,81,1.04,0.69,1.04,0.63,1.6,2.29,20.2,1.25,0.69,2.99,0.63,35.1,0.56,5.83,13.2,19.3,3.33,1.39,45,24.6,108.4,4.24,1.53,1.04,35.4,22.6,0,5.97,0.9,3.68,1.53,1.11,6.81,1.25
1718,Tomer Hemed,FW,Brighton,Premier League,849,0.21,0.21,0.42,0.21,0.42,0.21,0.03,0.24,0.21,0.24,1.81,0.74,14.4,0.74,0.21,64.5,44.8,0.43,1.06,0.11,0,1.6,0.53,16.6,1.06,0,0.53,0.96,37.3,0.74,4.26,19.3,15.6,3.4,1.28,25,17.8,21.5,1.28,0.11,0.11,48,29.3,0,10.1,0.11,0.64,1.06,1.38,3.72,10.75
1718,Jordan Henderson,MF,Liverpool,Premier League,2171,0.04,0.04,0.08,0.04,0.08,0.05,0.08,0.13,0.05,0.13,0.62,0.12,22.8,2.44,0.17,83.8,362.3,0.95,9.38,1.37,0.04,7.76,1.7,18,1.83,1.45,3.15,1.04,93.5,1.62,18,62.4,19.4,0.71,0.62,60,64.7,136.5,5.52,1.95,0.04,68.7,66.5,0.21,13.2,3.49,0.79,1.12,0.58,16.7,0.66
1718,Jeff Hendrick,MF,Burnley,Premier League,2331,0.08,0.08,0.15,0.08,0.15,0.12,0.06,0.18,0.12,0.18,1.04,0.31,17.3,1.58,0.12,77.6,71,0.89,1.78,0.66,0.08,1.93,0.46,18.8,0.77,0.23,0.69,0.66,39.4,0.77,5.48,20.7,15.8,2.08,1.58,51.2,28.1,60.7,3.36,1.12,0.19,36.9,28.1,0.04,6.68,0.35,0.77,0.73,0.69,6.72,1.28
1718,Wayne Hennessey,GK,Crystal Palace,Premier League,2430,0,0,0,0,0,0,0,0,0,0,0,0,,0.07,0.04,50.5,493.1,0,1.3,0,0,0,0,0.11,0,0,0,0,29,25.3,28.4,0.56,0,0,0,,11.3,51.1,0,0,0,7.81,7.81,0,1.96,1.07,0,0,0.07,5.22,0
1718,Benjamin Henrichs,DF,Leverkusen,Bundesliga,1268,0,0.07,0.07,0,0.07,0.06,0.12,0.18,0.06,0.18,1.42,0.21,19.9,2.14,0.21,71.7,322.1,0.92,3.33,1.63,0.64,4.96,2.77,15.5,2.41,1.35,4.11,2.55,70.6,3.55,19.3,35.4,19.4,3.19,0.85,75,43.1,134.3,7.8,2.2,1.06,42.7,38.2,0.07,10,1.28,2.62,1.13,1.56,13.2,2.77
1718,Dalbert Henrique,DF,Inter,Serie A,531,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,1.02,0.17,30.8,1.2,0,78.6,289.2,0.34,4.24,0.68,0.34,3.39,2.71,15.1,3.22,0.68,3.39,3.73,76.3,3.22,20.3,39.3,22.4,0.85,2.71,56.3,47.8,152,7.97,2.54,0.17,49,46.8,0,8.31,1.53,3.56,1.02,0.85,8.14,3.22
1718,Christophe Hérelle,DF,Troyes,Ligue 1,2958,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,0.49,0.09,10.7,0.43,0.03,80.9,249.3,0.12,3.19,0.09,0,2.74,1,5.53,1.58,1.85,2.86,5.02,48.8,7.81,29.4,21,1.64,0.61,0.12,50,27.4,101.8,2.16,0.18,0,26.2,25.5,0.03,4.74,1.49,0,0.88,0.82,10.7,1.37
1718,Mario Hermoso,DF,Espanyol,La Liga,1928,0.05,0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06,0.61,0.19,23.3,0.47,0,72.4,318.5,0.23,2.38,0.14,0,2.34,0.79,4.25,1.17,0.84,1.64,3.79,53.9,7.2,32.2,23.6,1.31,0.7,0.28,83.3,32.1,78.3,1.26,0.05,0,30.4,29.9,0,5.89,2.38,0,0.98,0.79,12.9,2.24
1718,Hernán,MF,Las Palmas,La Liga,351,0,0,0,0,0,0.17,0,0.18,0.17,0.18,1.28,0.51,16.3,1.54,0,90,170.3,0.26,4.1,0,0,3.08,3.33,21.3,0.77,1.28,4.62,0.77,68.2,2.05,14.9,44.6,14.4,1.79,0,,52.3,100.8,3.59,2.31,0.26,52.8,49.7,0.26,11.5,0.77,0,2.05,1.79,7.95,1.28
1718,Héctor Hernández,MF,Alavés,La Liga,16,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,84.6,315,0,0,0,0,0,5,20,0,0,5,10,90,10,25,45,20,5,0,,65,55,0,0,0,60,55,0,45,0,0,0,0,15,5
1718,Javier Hernández,FW,West Ham,Premier League,1548,0.47,0,0.47,0.47,0.47,0.29,0.1,0.39,0.29,0.39,1.8,0.93,13.6,2.22,0.17,73.1,41.7,1.16,1.1,0.87,0.35,1.4,0.47,14.1,0.47,0.41,0.87,0.06,33.4,0.23,2.15,16.9,16,4.01,1.86,46.9,23.5,36.2,1.74,0.41,0.29,40,25.9,0,4.36,0.87,0.99,0.87,2.85,3.31,1.97
1718,Lucas Hernández,DF,Atlético Madrid,La Liga,2122,0,0.04,0.04,0,0.04,0.03,0.02,0.05,0.03,0.05,0.38,0.04,15.2,0.68,0.13,79,231.2,0.34,1.91,0.3,0.13,2.08,3.22,14.1,2.29,1.1,4.32,1.95,56.6,4.87,23.5,27.5,9.15,0.89,0.76,83.3,34.7,103.9,3.47,1.14,0.13,33.3,31.3,0,6.31,0.55,0.64,1.36,1.95,9.19,1.78
1718,Luis Hernández,DF,Málaga,La Liga,3240,0,0.06,0.06,0,0.06,0.01,0.02,0.03,0.01,0.03,0.19,0.03,8.5,0.5,0.08,76.6,307.8,0.19,2.86,0.25,0.06,2.58,1.08,5.61,1.31,1.44,2.53,3.44,48,5.94,25.4,21.9,2.5,0.36,0.08,100,26.3,51.2,0.78,0.17,0,24.5,24,0,6.58,0.86,0.53,1.17,0.28,12.5,1.72
1718,Pablo Hernández,MF,Celta Vigo,La Liga,1826,0.15,0.1,0.25,0.15,0.25,0.09,0.07,0.16,0.09,0.16,0.94,0.15,12.3,1.89,0.55,83.3,278.7,0.64,5.91,0.64,0.1,6.06,1.82,14.5,2.17,0.94,2.76,2.41,73.4,3.89,18.1,47.7,13,1.77,1.72,57.1,51.3,115.4,4.63,1.82,0.1,51.2,46.7,0,8.33,1.67,0.39,2.12,3.05,15.1,3.25
1718,Theo Hernández,DF,Real Madrid,La Liga,962,0,0.09,0.09,0,0.09,0.04,0.06,0.1,0.04,0.1,0.28,0.19,11.7,2.34,0.09,83.5,226.8,0.84,2.43,1.03,0.28,3.46,1.87,15.2,1.12,1.78,3.64,1.12,69.4,2.8,16.5,34.6,24.2,2.8,2.99,53.1,55.3,156.4,7.66,2.9,0.93,53.3,49.5,0.09,8.5,0.75,2.24,1.03,1.4,7.76,0.93
1718,Hernani,MF,Saint-Étienne,Ligue 1,545,0.5,0,0.5,0.5,0.5,0.15,0.22,0.37,0.15,0.37,2.79,0.98,25.3,3.52,0.17,74.3,233.4,1.97,4.75,0.66,0.16,3.61,2.62,22.1,2.62,0.82,3.44,0.82,64.6,2.3,10.7,35.1,23.8,1.15,2.79,58.8,40.7,105.9,4.75,1.8,0.33,45.4,38.9,0.16,9.02,3.61,2.95,2.62,0.66,8.52,2.13
1718,Ander Herrera,MF,Manchester Utd,Premier League,1268,0,0.14,0.14,0,0.14,0.03,0.09,0.12,0.03,0.12,0.85,0.07,23.3,1.71,0.21,87,306.7,0.71,6.6,0.78,0.07,5.53,3.12,28.8,2.98,2.91,6.03,0.71,86.4,3.55,22.6,48.2,21,1.35,1.28,66.7,60.8,131.6,5.6,1.13,0.14,65.7,62.4,0.14,9.86,1.35,0.85,1.91,1.99,10.9,0.56
1718,Borja Herrera,DF,Las Palmas,La Liga,240,0,0,0,0,0,0,0.01,0.02,0,0.02,0.37,0,29.4,0.74,0,84.9,362.6,0.37,4.07,0.74,0.37,5.19,1.11,13.7,1.85,0.37,1.48,1.48,75.9,4.07,23.7,42.6,16.3,0.74,1.48,25,55.9,140,6.3,1.85,0.37,55.2,52.6,0,7.78,0.74,2.96,0.37,0.37,10.7,1.48
1718,Iago Herrerín,GK,Athletic Club,La Liga,720,0,0,0,0,0,0,0,0,0,0,0,0,,0.12,0,59.1,574.8,0.13,1.5,0,0,0,0,0,0,0,0,0,34,28.5,34,0.25,0,0,0,,20.1,72.6,0,0,0,16.8,16.8,0,4.13,1.38,0,0,0.25,4.5,0
1718,Patrick Herrmann,MF,M'Gladbach,Bundesliga,1124,0,0.08,0.08,0,0.08,0.13,0.16,0.29,0.13,0.29,1.44,0.56,16.4,1.92,0.16,68.1,121.9,1.12,0.8,1.12,0.72,1.68,1.84,19.9,1.84,1.04,2.88,1.52,43.6,1.84,9.76,16.6,19.4,3.68,1.2,73.3,27,77.9,3.6,1.12,1.04,38.2,26.7,0,6.32,1.12,2.8,1.68,1.12,6.64,2.32
1718,Përparim Hetemaj,MF,Chievo,Serie A,2415,0.11,0.07,0.19,0.11,0.19,0.1,0.06,0.15,0.1,0.15,1.31,0.34,20.8,1.83,0.19,78.4,149.6,0.86,2.54,1.12,0.6,2.84,2.95,28.4,2.28,1.01,3.96,1.75,58.5,2.43,12.9,32.2,17.6,1.72,2.05,60,43.5,109.6,4.29,1.68,0.3,44.5,38.9,0.07,6.53,1.46,2.39,2.2,3.32,10.2,1.53
