player,position,team,league,mins,goals,assists,goals_assists,npg,npg_assists,xg,xa,xg_xa,npxg,npxg_xa,shots,shots_on_target,shot_distance,sca,gca,pass_percent,prog_pass_dist,key_passes,pass_final_third,ppa,cross_pa,prog_pass,tackles,pressures,blocks,interceptions,tkl_int,clearances,touches,dribble_att,dribble_success,prog_carry_dist
Gonzalo Escalante,MF,Eibar,La Liga,1674,0,0.05,0.05,0,0.05,0.09,0.04,0.13,0.09,0.13,1.24,0.27,14.2,0.97,0.16,72.1,131.3,0.43,2.63,0.59,0.11,3.49,2.2,17.4,1.88,0.81,3.01,1.67,45.8,1.29,75,50.2
Aarón Escandell,GK,Granada,La Liga,270,0,0,0,0,0,0,0,0,0,0,0,0,,0.67,0,60.2,668.3,0,2,0,0,0,0,0.33,0,0,0,0,44.3,0,,95
Sergio Escudero,DF,Sevilla,La Liga,773,0.12,0,0.12,0.12,0.12,0.09,0.06,0.15,0.09,0.15,0.93,0.7,19.8,1.4,0.12,80.2,401.5,0.7,3.6,1.05,0.47,4.3,3.02,14.3,2.21,0.7,3.72,4.19,82.2,1.28,63.6,121.3
Espeto,DFMF,SPAL,Serie A,2110,0.04,0.09,0.13,0.04,0.13,0.1,0.05,0.15,0.1,0.15,2.26,0.47,20.4,2.94,0.26,78.2,149.9,1.03,1.54,1.03,0.34,2.35,2.86,24,1.88,0.51,3.38,0.94,52.5,3.68,61.6,138.7
Bernardo Espinosa,DF,Espanyol,La Liga,2259,0.12,0,0.12,0.12,0.12,0.07,0.02,0.09,0.07,0.09,0.88,0.32,9.5,0.32,0,77.9,254.4,0.16,1.16,0.04,0,2.15,1.08,6.85,1.24,0.48,1.55,6.93,53.2,0.04,100,57.3
Sebastiano Esposito,FW,Inter,Serie A,199,0.45,0,0.45,0,0,0.78,0.05,0.83,0.44,0.49,4.55,1.36,19.3,3.17,0,66.1,85.9,1.36,1.36,1.36,0,2.27,1.36,35.5,2.27,1.36,2.73,0,46.8,1.82,25,42.3
Esquerdo,MF,Valencia,La Liga,15,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,66.7,280,0,0,0,0,5,0,20,5,0,0,0,85,5,0,50
Alexander Esswein,FWMF,Hertha BSC,Bundesliga,213,0,0,0,0,0,0.14,0.41,0.55,0.14,0.55,0.83,0.42,35,1.69,0,63.4,135,1.25,2.5,0.42,0,5,3.33,27.5,3.75,0.42,3.75,3.33,53.8,1.25,66.7,106.3
Pervis Estupiñán,DF,Osasuna,La Liga,2979,0.03,0.15,0.18,0.03,0.18,0.04,0.11,0.14,0.04,0.14,0.54,0.09,18.1,2.3,0.3,72.5,317.9,1.33,3.02,1.72,1.12,4.05,2.63,15,1.75,1.33,3.96,2.6,68.2,3.26,58.3,183.9
Oghenekaro Etebo,MF,Getafe,La Liga,572,0.16,0,0.16,0.16,0.16,0.09,0.04,0.13,0.09,0.13,1.41,0.47,16.2,1.1,0.16,63.4,111.1,0.31,2.5,0.31,0,3.59,3.13,18.3,1.41,1.56,4.69,2.5,45.8,1.41,66.7,94.5
Beñat Etxebarria,MF,Athletic Club,La Liga,394,0,0,0,0,0,0.03,0.11,0.13,0.03,0.13,1.14,0.45,26.3,2.74,0.23,83,216.8,2.5,2.95,0.45,0,2.27,1.59,18.6,1.82,0.68,2.27,1.82,53.4,0.23,0,51.6
Xabier Etxeita,DF,Getafe,La Liga,1446,0,0,0,0,0,0.02,0,0.02,0.02,0.02,0.43,0.12,11,0.31,0,56.8,121.6,0.06,1.12,0.06,0.06,1.68,1.37,8.7,1.3,0.43,1.8,9.81,36.1,0,,22.7
Antony Evans,MFDF,Paderborn 07,Bundesliga,156,0,0,0,0,0,0.03,0.34,0.37,0.03,0.37,1.18,0.59,23.5,4.62,0,54.9,287.6,3.53,2.35,1.76,1.18,5.29,4.12,25.3,1.76,0,4.12,1.76,55.9,2.35,50,79.4
Jonny Evans,DF,Leicester City,Premier League,3383,0.03,0.03,0.05,0.03,0.05,0.07,0.02,0.09,0.07,0.09,0.64,0.27,7.7,0.61,0.11,88,366.2,0.19,3.83,0.13,0.03,3.11,1.28,7.39,1.44,1.04,2.31,7.21,74.7,0.27,90,141
Edu Expósito,MF,Eibar,La Liga,2316,0.16,0.04,0.19,0.12,0.16,0.11,0.05,0.16,0.04,0.09,1.28,0.62,23.3,1.71,0.12,81.4,121.4,0.74,3.19,0.54,0.12,2.53,2.18,18.7,1.09,0.78,2.96,1.4,45.7,1.4,72.2,70.5
Valentin Eysseric,MFFW,Hellas Verona,Serie A,353,0,0,0,0,0,0.13,0.19,0.33,0.13,0.33,1.28,0.26,18.8,4.59,0.25,78.8,127.7,3.08,1.54,2.31,0.51,3.08,1.03,16.4,0.51,0.51,1.54,0.77,45.6,1.28,40,84.9
Valentin Eysseric,MF,Fiorentina,Serie A,42,0,0,0,0,0,0.18,0,0.18,0.18,0.18,4,2,25.1,8.57,0,66.7,146,0,8,0,0,4,0,32,2,0,0,2,62,2,100,226
Łukasz Fabiański,GK,West Ham,Premier League,2117,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,56.3,566.8,0,0.3,0,0,0,0,0.43,0,0,0,0.09,31,0.04,100,42.2
Fabinho,MF,Liverpool,Premier League,2079,0.09,0.13,0.22,0.09,0.22,0.02,0.08,0.09,0.02,0.09,0.52,0.17,26.7,1.47,0.13,87.3,231.5,0.78,5.54,0.91,0.09,4.24,3.33,18.5,1.56,1.08,4.42,1.47,75.1,0.52,83.3,102
Fábio,DF,Nantes,Ligue 1,834,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,0.43,0,25.2,1.51,0,81.4,341.6,0.65,3.01,0.75,0.32,3.87,3.98,14.9,1.61,1.29,5.27,4.62,68.6,0.65,100,145.7
Cesc Fàbregas,MF,Monaco,Ligue 1,930,0,0.29,0.29,0,0.29,0.05,0.23,0.27,0.05,0.27,0.87,0.1,21.7,4.35,0.77,81.9,408.8,2.23,7.67,2.14,0.29,10.3,1.26,21.1,1.07,0.68,1.94,0.58,80.1,0.78,75,108
Fabricio,GK,Mallorca,La Liga,90,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,72.7,593,0,0,0,0,0,0,0,0,0,0,0,35,0,,23
Ralf Fährmann,GK,Norwich City,Premier League,21,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,70,395,0,0,0,0,0,0,0,0,5,5,0,60,0,,65
Fayçal Fajr,MF,Getafe,La Liga,403,0,0,0,0,0,0.1,0.11,0.21,0.1,0.21,1.78,0.44,22.9,4.02,0,62.5,203.1,2,4.89,0.67,0.44,4,0.22,16.7,1.56,0.89,1.11,1.78,50.4,0.44,100,36
Luca Falbo,DF,Lazio,Serie A,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,50,0,0,0,0,0,0,0,1,0,0,0,0,2,0,,0
Filippo Falco,FWMF,Lecce,Serie A,2014,0.18,0.27,0.45,0.18,0.45,0.14,0.2,0.33,0.14,0.33,2.54,0.98,21.2,5.59,0.58,80.2,168.8,2.28,2.37,2.19,0.98,4.38,0.85,10.5,0.58,0.22,1.07,0.04,57.1,3.53,72.2,213.5
Eliseo Falcon,DFMF,Levante,La Liga,73,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,91.7,168.8,0,2.5,0,0,1.25,1.25,8.75,0,0,1.25,3.75,35,2.5,100,115
Wladimiro Falcone,GK,Sampdoria,Serie A,180,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,63.9,283.5,0,0,0,0,0,0,0.5,0,0,0,0,34,0,,16.5
Simon Falette,DF,Eint Frankfurt,Bundesliga,90,0,0,0,0,0,0,0.03,0.03,0,0.03,0,0,,2,0,80.7,452,1,5,0,0,3,1,14,5,1,2,11,74,1,100,148
Iago Falque,MFFW,Torino,Serie A,102,0,0,0,0,0,0.15,0.1,0.26,0.15,0.26,2.73,1.82,20.9,2.65,0,84.4,146.4,0.91,0.91,1.82,0,2.73,0,15.5,3.64,0,0,0,69.1,3.64,75,163.6
Iago Falque,MF,Genoa,Serie A,519,0.35,0.17,0.52,0,0.17,0.53,0.15,0.68,0.14,0.3,2.07,0.34,22.9,3.12,0.17,78.3,162.9,1.72,3.62,1.72,0.17,4.83,0.52,9.83,1.38,0.17,0.69,0.34,64.7,3.62,66.7,191.2
Akin Famewo,MF,Norwich City,Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0
Andri Fannar Baldursson,MF,Bologna,Serie A,143,0,0,0,0,0,0.08,0.06,0.15,0.08,0.15,1.25,0,21,2.52,0,73.1,121.3,0.63,2.5,0.63,0,1.25,0.63,31.3,1.25,0.63,1.25,1.25,53.1,2.5,50,73.8
Paolo Faragò,DF,Cagliari,Serie A,1343,0.07,0.07,0.13,0.07,0.13,0.1,0.05,0.15,0.1,0.15,0.87,0.27,14.3,1.81,0.27,78,307.6,0.87,2.82,0.81,0.47,3.96,3.22,16.8,2.48,0.47,3.69,4.63,72.8,1.07,68.8,155
Davide Faraoni,DF,Hellas Verona,Serie A,3228,0.14,0.08,0.22,0.14,0.22,0.12,0.06,0.19,0.12,0.19,1.17,0.36,17.3,1.67,0.11,71.9,287.8,0.75,2.53,1.59,0.5,4.6,1.73,14,2.59,0.7,2.42,3.54,60.2,1.92,59.4,82.2
Mohamed Fares,DFMF,SPAL,Serie A,421,0,0,0,0,0,0.02,0.15,0.17,0.02,0.17,1.28,0.21,26.5,1.07,0.21,68.7,187.2,0.43,1.7,0.85,0.43,2.98,1.49,16.8,1.49,0.64,2.13,2.13,55.7,1.7,62.5,109.8
Diego Farias,FWMF,Lecce,Serie A,824,0.22,0,0.22,0.22,0.22,0.19,0.19,0.37,0.19,0.37,2.5,0.65,19.5,4.04,0.44,81,135.5,1.41,1.96,1.85,0.43,3.59,1.09,19.9,0.98,0.65,1.74,0.43,51.8,3.91,66.7,186
Ansu Fati,FWDF,Barcelona,La Liga,1027,0.61,0.09,0.7,0.61,0.7,0.32,0.16,0.48,0.32,0.48,2.89,1.05,15.1,3.33,0.26,82.9,83.2,1.49,1.23,1.14,0.18,2.02,1.67,19.6,1.4,0.18,1.84,0.26,63.5,4.91,41.1,250.9
Julien Faussurier,DF,Brest,Ligue 1,1980,0.09,0.14,0.23,0.09,0.23,0.02,0.08,0.11,0.02,0.11,0.45,0.23,15.9,2.5,0.32,72.3,407.7,1.27,2.91,1.82,0.86,4.68,1.82,11.5,2.09,1.05,2.86,2.82,68.3,0.82,33.3,104.6
Andrea Favilli,FW,Genoa,Serie A,658,0,0,0,0,0,0.22,0.1,0.32,0.22,0.32,1.92,0.41,13.3,1.64,0,73.1,37.8,0.96,0.96,0.68,0.14,1.1,0.96,15.1,0.68,0.41,1.37,0.68,40.1,1.51,54.5,91.1
Federico Fazio,DF,Roma,Serie A,1213,0.07,0,0.07,0.07,0.07,0.02,0.03,0.05,0.02,0.05,0.3,0.07,7.8,0.52,0.22,87.5,286.7,0.07,2.15,0,0,1.26,1.48,8.37,1.19,0.67,2.15,4.67,58.7,0.89,75,101.9
Aleix Febas,MF,Mallorca,La Liga,1690,0,0.16,0.16,0,0.16,0.03,0.08,0.11,0.03,0.11,0.43,0.16,20.2,2.24,0.27,84.7,109,1.01,2.02,0.48,0,2.66,2.13,19.5,0.85,1.01,3.14,0.16,48.2,2.55,62.5,112.8
Zouhair Feddal,DF,Betis,La Liga,1431,0.06,0.13,0.19,0.06,0.19,0.05,0.04,0.09,0.05,0.09,0.57,0.19,12.7,0.94,0.25,86.3,406.4,0.31,2.58,0.13,0,3.33,1.07,7.8,1.19,0.57,1.64,7.11,77.7,0.31,80,156
Ljubomir Fejsa,MF,Alavés,La Liga,786,0,0,0,0,0,0,0,0,0,0,0.11,0,29.2,0.34,0,80.7,108.3,0.11,2.07,0,0,2.07,3.1,24.5,1.03,0.46,3.56,1.72,41,0.46,75,15.2
Nabil Fekir,MFFW,Betis,La Liga,2638,0.24,0.14,0.38,0.2,0.34,0.25,0.09,0.34,0.23,0.31,3.45,1.37,20.6,3.92,0.38,81.1,123.5,1.26,2.97,1.19,0.2,2.9,1.47,20.4,1.23,0.41,1.88,0.2,52,4.33,66.1,181.9
Felipe,DF,Atlético Madrid,La Liga,2102,0.04,0,0.04,0.04,0.04,0.05,0,0.05,0.05,0.05,0.85,0.21,10.8,0.51,0.09,79.7,243.4,0.17,1.2,0,0,1.07,1.41,6.84,1.24,1.03,2.44,7.95,50.2,0.21,80,64.1
Luiz Felipe,DF,Lazio,Serie A,2024,0.04,0.04,0.09,0.04,0.09,0.02,0.02,0.04,0.02,0.04,0.36,0.04,11.9,0.67,0.27,89.7,296.4,0.18,3.6,0.31,0.04,3.33,2.22,9.73,2.89,0.89,3.11,3.42,62.5,0.44,70,191.7
Lucas Felippe,MFDF,Hellas Verona,Serie A,28,0,0,0,0,0,0.12,0,0.12,0.12,0.12,3.33,0,22.2,3.21,0,95.5,173.3,0,16.7,0,0,3.33,3.33,10,0,0,3.33,0,83.3,0,,246.7
Ohis Felix Uduokhai,DF,Augsburg,Bundesliga,1966,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,0.23,0,14.1,0.27,0,83.2,227.8,0.23,1.38,0.05,0,1.93,2.29,8.07,2.48,1.01,3.3,7.71,54.7,0.23,80,103.1
João Félix,FWMF,Atlético Madrid,La Liga,1745,0.31,0.05,0.36,0.31,0.36,0.38,0.13,0.51,0.38,0.51,3.3,0.93,18.2,2.58,0.21,77.2,82.7,0.88,2.11,0.57,0.05,2.63,0.46,10.9,0.57,0.1,0.57,0.46,39.8,2.99,34.5,110.1
Kiko Femenía,DF,Watford,Premier League,2237,0,0,0,0,0,0,0.06,0.07,0,0.07,0.2,0.04,26.7,1.33,0.12,77.2,271.2,0.76,2.21,1.12,0.64,3.09,2.49,15.5,1.41,1.12,3.61,2.49,60.4,1.45,69.4,93.8
Zinedine Ferhat,FWMF,Nîmes,Ligue 1,2246,0.12,0.16,0.28,0.12,0.28,0.12,0.19,0.32,0.12,0.32,1.8,0.56,18.7,3.65,0.24,63.4,170.2,1.96,1.96,1.56,0.6,3.88,1.08,10.5,0.96,0.64,1.72,0.72,50.6,4.16,51.9,162.8
Bruno Fernandes,MF,Manchester Utd,Premier League,1186,0.61,0.53,1.14,0.3,0.83,0.44,0.19,0.63,0.21,0.4,3.03,1.06,23,4.4,0.91,71.3,244.9,2.58,5.45,1.74,0.15,6.06,1.44,19.7,1.06,0.53,1.97,0.91,75.8,1.59,71.4,152.4
Edimilson Fernandes,MFDF,Mainz 05,Bundesliga,1484,0.06,0,0.06,0.06,0.06,0.05,0.04,0.09,0.05,0.09,1.33,0.12,25,1.94,0.06,84.9,209.3,0.48,3.82,0.42,0.06,3.94,2.36,16,2.06,1.88,4.24,2.79,57.2,1.64,55.6,102.8
Gedson Fernandes,MFDF,Tottenham,Premier League,68,0,0,0,0,0,0.07,0.22,0.29,0.07,0.29,2.5,0,20.4,3.97,0,78.4,211.3,2.5,1.25,3.75,1.25,6.25,1.25,22.5,1.25,0,1.25,0,82.5,6.25,40,273.8
Gelson Fernandes,MF,Eint Frankfurt,Bundesliga,775,0,0,0,0,0,0,0,0,0,0,0,0,,0.7,0,81.9,123,0.12,1.4,0.12,0.12,1.98,4.07,26.5,1.74,1.51,5.58,2.44,39.1,0.47,75,31.6
Matheus Fernandes,MF,Valladolid,La Liga,166,0,0,0,0,0,0.3,0.02,0.31,0.3,0.31,1.11,0,11.7,0.54,0,69.4,95,0.56,1.11,0,0,1.67,3.33,18.9,1.11,0,3.33,1.11,42.2,1.11,100,44.4
Aitor Fernández,GK,Levante,La Liga,3240,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,,0.11,0,67.2,423.7,0.03,0.28,0,0,0,0,0.19,0,0,0,0.14,34.9,0,,44.6
Andrés Fernández,GK,Villarreal,La Liga,360,0,0.25,0.25,0,0.25,0,0.07,0.07,0,0.07,0,0,,0.25,0.25,78.3,410,0.25,0.25,0,0,0,0,0,0,0,0,0,41,0,,49.3
Carlos Fernández,FWMF,Granada,La Liga,2201,0.41,0.12,0.53,0.37,0.49,0.36,0.07,0.43,0.33,0.4,1.84,0.73,14.7,1.92,0.45,60.8,58.4,0.69,1.27,0.33,0.08,1.47,0.98,22,0.98,0.49,1.47,1.31,38.4,2.37,56.9,60
Federico Fernández,DF,Newcastle Utd,Premier League,2620,0.07,0.07,0.14,0.07,0.14,0.06,0.01,0.07,0.06,0.07,0.55,0.21,10.7,0.34,0.1,76.6,275.8,0.1,1.44,0.24,0.14,1.1,1.72,7.94,2.1,0.27,1.99,7.35,53.6,0.48,78.6,63.3
Gabriel Fernández,FWMF,Celta Vigo,La Liga,561,0.16,0.16,0.32,0.16,0.32,0.16,0.04,0.2,0.16,0.2,1.13,0.48,10.3,0.64,0.16,68.3,42.6,0.32,1.29,0.32,0,1.13,0.48,12.3,0.97,0.32,0.81,0.32,31,2.1,61.5,67.1
Joaquín Fernández,MFDF,Valladolid,La Liga,1659,0.11,0,0.11,0.11,0.11,0.04,0,0.04,0.04,0.04,0.54,0.22,17.3,0.76,0.11,81.4,170.2,0.22,2.39,0.22,0,2.55,2.01,14.8,1.79,1.14,3.15,5,51.5,0.54,80,47.6
Fernandinho,DF,Manchester City,Premier League,2397,0,0.04,0.04,0,0.04,0.04,0.02,0.06,0.04,0.06,0.64,0.08,13.2,1.01,0.19,90.6,534.7,0.26,8.5,0.41,0.04,6.2,1.65,8.16,1.5,0.6,2.26,3.98,91.5,0.53,85.7,277.7
Fernando,MF,Sevilla,La Liga,2659,0.07,0.1,0.17,0.07,0.17,0.07,0.02,0.09,0.07,0.09,0.47,0.2,10.1,1.05,0.1,89.8,227.1,0.37,2.95,0.24,0.1,2.31,2.24,17.2,1.97,1.02,3.25,4.37,63.3,0.75,72.7,84.6
Juan Ferney Otero,FWMF,Amiens,Ligue 1,1202,0.07,0.15,0.22,0.07,0.22,0.11,0.15,0.27,0.11,0.27,1.34,0.45,21.9,2.17,0.22,66.6,88.7,0.75,1.34,0.9,0.3,2.16,1.12,20.1,1.87,0.9,2.01,1.27,40.4,2.99,32.5,102.3
Alex Ferrari,DF,Sampdoria,Serie A,1005,0,0,0,0,0,0.03,0,0.03,0.03,0.03,0.36,0.09,11.9,0.45,0,80.7,208.5,0,1.88,0.18,0,1.7,1.52,11.9,1.96,1.52,3.04,4.64,48.9,0.8,77.8,78.4
Facundo Ferreyra,FW,Espanyol,La Liga,574,0.16,0,0.16,0.16,0.16,0.19,0.05,0.24,0.19,0.24,1.09,0.94,15.6,1.41,0,65.5,35,0.78,0.47,0.47,0,1.09,0.94,15.2,0.63,0.31,1.25,0.63,26.9,0.78,60,25.5
Jordan Ferri,MF,Montpellier,Ligue 1,1150,0,0,0,0,0,0.04,0.06,0.1,0.04,0.1,0.86,0.31,22.7,2.66,0,81.5,259.8,1.48,5.39,0.94,0.23,6.02,2.19,25.2,1.02,0.86,3.05,1.02,68.9,2.58,66.7,164.1
Oliver Fink,MFFW,Düsseldorf,Bundesliga,675,0,0.13,0.13,0,0.13,0.08,0.03,0.1,0.08,0.1,1.33,0,13.6,2.93,0.4,60.2,140.1,1.2,2.8,1.2,0.53,4.13,3.33,29.7,2,1.2,4.53,1.07,50.5,1.47,54.5,63.6
Alfreð Finnbogason,FW,Augsburg,Bundesliga,966,0.28,0.09,0.37,0.19,0.28,0.4,0.18,0.58,0.33,0.51,1.68,0.65,11.6,2.98,0.37,60.7,46.3,1.78,0.65,0.65,0,1.59,0.93,24.4,1.12,0.37,1.31,0.56,32.9,1.03,36.4,39.3
Roberto Firmino,FW,Liverpool,Premier League,2988,0.27,0.24,0.51,0.27,0.51,0.41,0.19,0.59,0.41,0.59,3.01,1.11,13.3,2.92,0.57,79.5,108.1,1.48,2.08,1.05,0,3.1,1.11,20.9,1.42,0.33,1.45,0.48,47.4,2.92,60.8,108.1
Junior Firpo,DF,Barcelona,La Liga,1014,0.09,0.09,0.18,0.09,0.18,0.05,0.06,0.11,0.05,0.11,0.35,0.09,14.7,1.33,0.27,89.8,268.8,0.97,4.25,0.8,0.09,3.63,2.12,11,2.3,0.71,2.83,1.24,83.9,1.77,55,183.7
John Fleck,MF,Sheffield Utd,Premier League,2516,0.18,0.07,0.25,0.18,0.25,0.13,0.12,0.24,0.13,0.24,1.14,0.43,19.3,2.61,0.18,73.4,177.4,1.36,3.25,1.14,0.25,3.43,1.36,19.7,1.57,0.71,2.07,0.86,50.2,2.21,69.4,99.8
Mark Flekken,GK,Freiburg,Bundesliga,900,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,70.1,611.8,0,0.9,0.1,0,0,0,0.1,0,0,0,0,47.5,0.2,100,59.2
Sergio Floccari,FW,SPAL,Serie A,942,0.1,0,0.1,0.1,0.1,0.11,0.08,0.19,0.11,0.19,1.62,0.48,15.7,2.1,0,78.9,36.5,0.95,1.33,0.76,0.19,1.24,0.86,23.5,1.05,0.48,1.33,0.1,34.8,2.29,58.3,55.4
Alessandro Florenzi,DF,Valencia,La Liga,752,0,0,0,0,0,0.04,0.09,0.12,0.04,0.12,1.26,0.18,25.5,0.84,0,75.5,283.2,0.36,2.5,1.31,0.6,4.64,1.43,12.5,2.02,1.19,2.62,2.02,70.3,0.99,18.2,172.5
Alessandro Florenzi,DFFW,Roma,Serie A,997,0,0.09,0.09,0,0.09,0.05,0.18,0.23,0.05,0.23,0.95,0.12,19.3,2.17,0.18,81.8,396.8,1.17,4.41,1.26,0.36,6.49,1.44,11.8,1.98,0.63,2.07,2.61,65.7,1.19,70,95.7
Phil Foden,FWMF,Manchester City,Premier League,901,0.5,0.2,0.7,0.5,0.7,0.43,0.2,0.63,0.43,0.63,3.4,1.4,16,4.5,0.8,84.8,135.7,1.8,2.8,1.3,0.2,3.2,1.6,25.3,0.9,0.3,1.9,0.3,62.8,3.1,77.4,149.6
Mamadou Fofana,DFMF,Metz,Ligue 1,1587,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,0.57,0,21.6,0.74,0,87.4,214.3,0.23,1.36,0.06,0,1.65,3.18,16.6,1.93,0.97,4.15,4.77,53.3,0.34,83.3,70.5
Seko Fofana,MF,Udinese,Serie A,2249,0.12,0.28,0.4,0.12,0.4,0.11,0.18,0.29,0.11,0.29,1.84,0.52,21.7,3.64,0.32,87.6,133.6,2.08,2.64,0.96,0.12,3.24,0.84,15.1,1.08,0.64,1.48,0.84,53.2,4.16,72.1,163.4
Wesley Fofana,DF,Saint-Étienne,Ligue 1,1215,0.07,0,0.07,0.07,0.07,0.05,0.01,0.05,0.05,0.05,0.44,0.07,7.7,0.52,0,83.5,237.6,0.15,1.93,0,0,2.22,2.07,10.3,1.63,1.56,3.63,6.81,60.9,0.59,75,159
Youssouf Fofana,MF,Monaco,Ligue 1,610,0,0.3,0.3,0,0.3,0.04,0.08,0.12,0.04,0.12,1.34,0.36,21,1.77,0.3,85.7,221.8,0.74,4.41,0.74,0.15,4.71,2.65,22.4,2.35,0.88,3.53,1.62,51.7,1.79,55,133.7
Youssouf Fofana,MF,Strasbourg,Ligue 1,1008,0.09,0,0.09,0.09,0.09,0.07,0.04,0.11,0.07,0.11,1.03,0.29,27.5,1.43,0,86,157.3,0.71,3.48,0.45,0.09,3.75,2.05,21,1.34,0.98,3.04,1.34,66,2.79,57.9,194
Thomas Foket,DF,Reims,Ligue 1,2430,0,0.04,0.04,0,0.04,0.02,0.06,0.08,0.02,0.08,0.3,0.04,18.6,1.63,0.11,80.6,238,0.89,2.04,0.93,0.48,3.04,2.04,11.1,1.37,0.85,2.89,3.11,57.7,1.04,53.6,133.6
Lamine Fomba,MF,Nîmes,Ligue 1,1373,0,0,0,0,0,0.08,0.03,0.11,0.08,0.11,0.92,0.2,19.7,1.44,0,70.3,74,0.46,1.31,0.26,0,1.96,3.53,28.1,2.42,1.11,4.64,1.31,41.7,2.09,59.4,70
José Fonte,DF,Lille,Ligue 1,2205,0.04,0.04,0.08,0.04,0.08,0.08,0.03,0.1,0.08,0.1,0.73,0.24,10.1,0.49,0.04,88.4,306.4,0.2,2.37,0.12,0,2.45,1.14,5.06,0.9,0.65,1.8,6,67.9,0.24,83.3,116.6
Pablo Fornals,MFFW,West Ham,Premier League,2172,0.08,0.21,0.29,0.08,0.29,0.12,0.09,0.21,0.12,0.21,1.54,0.5,16.8,1.99,0.37,75.8,125.5,0.75,2.03,1.12,0.25,2.7,1.74,24.8,2.12,0.62,2.37,0.41,47.7,1.62,51.3,95.8
Emil Forsberg,MFFW,RB Leipzig,Bundesliga,1141,0.39,0.16,0.55,0.24,0.39,0.34,0.21,0.55,0.22,0.43,1.89,0.63,19.5,4.02,0.32,79.7,162.6,2.2,3.31,0.71,0.08,4.02,1.5,20.6,1.5,0.47,1.97,0.31,53.1,2.44,83.9,135.5
Hernâni Fortes,MFFW,Levante,La Liga,654,0.28,0,0.28,0.28,0.28,0.22,0.23,0.44,0.22,0.44,3.01,1.23,18.9,3.03,0,53.2,90,1.51,0.55,1.23,0.96,1.23,0.55,9.59,1.64,0.55,1.1,0.82,37.8,3.97,37.9,182.9
Ben Foster,GK,Watford,Premier League,3420,0,0,0,0,0,0,0,0,0,0,0.03,0.03,9,0.13,0.03,44.4,531.6,0,0.79,0.05,0,0,0,0.24,0.03,0,0,0.03,34.4,0.08,100,58.3
Lyle Foster,FW,Monaco,Ligue 1,62,0,0,0,0,0,0.32,0,0.32,0.32,0.32,2.86,0,17.3,1.45,0,78.6,18.6,0,0,0,0,0,0,22.9,0,0,0,1.43,34.3,2.86,50,74.3
Timothy Fosu-Mensah,DF,Manchester Utd,Premier League,136,0,0,0,0,0,0.04,0.08,0.13,0.04,0.13,0.67,0,10.1,1.99,0,84.9,202,1.33,1.33,0,0,3.33,0.67,12.7,0,2.67,3.33,1.33,56,0.67,100,82
Dimitri Foulquier,MFDF,Watford,Premier League,59,0,0,0,0,0,0,0.02,0.02,0,0.02,0,0,,1.53,0,76.9,90,1.43,1.43,0,0,2.86,1.43,25.7,2.86,1.43,2.86,1.43,28.6,2.86,100,101.4
Dimitri Foulquier,DF,Granada,La Liga,1119,0.08,0,0.08,0.08,0.08,0.02,0.01,0.03,0.02,0.03,0.4,0.16,18,0.88,0,68,163.7,0.32,1.53,0.48,0.32,2.42,1.85,16,1.94,0.4,2.26,3.15,44.4,1.85,52.2,121
Juan Foyth,DF,Tottenham,Premier League,68,0,0,0,0,0,0,0.02,0.02,0,0.02,0,0,,1.32,0,88.3,426.3,1.25,3.75,0,0,5,8.75,17.5,2.5,3.75,12.5,5,96.3,3.75,33.3,152.5
Gianluca Frabotta,DF,Juventus,Serie A,90,0,0,0,0,0,0.04,0,0.04,0.04,0.04,1,0,18.4,0,0,86.9,354,0,4,2,0,7,2,17,4,1,3,0,72,3,33.3,166
Raphael Framberger,DF,Augsburg,Bundesliga,1175,0,0.15,0.15,0,0.15,0.02,0.05,0.08,0.02,0.08,0.08,0,14.8,0.84,0.15,66.3,282.2,0.38,3.05,0.92,0.31,3.59,3.51,14.7,2.67,0.84,4.35,2.9,51.8,0.84,54.5,71.4
Simon Francis,DF,Bournemouth,Premier League,969,0,0,0,0,0,0.02,0.03,0.04,0.02,0.04,0.28,0,12.4,0.65,0.09,78.1,315.9,0.37,2.41,0.46,0.37,2.5,1.57,9.91,2.69,0.65,2.22,8.43,64.4,0.65,57.1,69.2
Mike Frantz,MFDF,Freiburg,Bundesliga,350,0,0.26,0.26,0,0.26,0.06,0.17,0.23,0.06,0.23,0.77,0,14.3,1.8,0.26,72.9,133.1,1.79,2.31,0.77,0.77,1.79,1.28,20.3,1.54,0.26,1.54,2.31,43.8,0.26,100,85.1
