player,position,team,league,mins,goals,assists,goals_assists,npg,npg_assists,xg,xa,xg_xa,npxg,npxg_xa,shots,shots_on_target,shot_distance,sca,gca,pass_percent,prog_pass_dist,key_passes,pass_final_third,ppa,cross_pa,prog_pass,tackles,pressures,blocks,interceptions,tkl_int,clearances,touches,dribble_att,dribble_success,prog_carry_dist
Mario Pašalić,MFFW,Atalanta,Serie A,2417,0.34,0.19,0.52,0.34,0.52,0.38,0.11,0.49,0.37,0.49,2.19,0.63,11.8,2.94,0.34,88.4,188.5,1.49,4.31,0.93,0.19,3.83,1.64,19.8,1.23,0.74,2.38,1.3,64.5,1.49,55,123.2
Javier Pastore,MF,Roma,Serie A,514,0,0.18,0.18,0,0.18,0.29,0.12,0.41,0.29,0.41,2.81,0.53,14.8,3.85,0.18,82,241.8,0.88,5.26,0.88,0.18,5.61,2.63,17.2,0.7,0.88,3.51,0.88,64.4,2.98,82.4,238.8
Patric,DF,Lazio,Serie A,1670,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,0.32,0,24.2,1.13,0.22,89.2,396,0.27,4.73,0.27,0.05,5.05,1.83,10.4,1.83,0.59,2.42,2.74,72.7,0.48,66.7,181.7
Rui Patrício,GK,Wolves,Premier League,3420,0,0,0,0,0,0,0,0,0,0,0,0,,0.11,0,63.8,405.1,0,0.11,0,0,0,0,0.13,0.03,0,0,0.03,23.8,0,,25.5
Paulinho,MFFW,Leverkusen,Bundesliga,304,0.89,0.59,1.48,0.89,1.48,0.56,0.38,0.94,0.56,0.94,2.65,1.18,16.4,3.85,1.18,80.4,183.2,2.06,4.12,2.35,0.29,6.47,1.18,15.3,2.06,0,1.18,0,55,6.47,63.6,234.7
Paulino,MF,Alavés,La Liga,75,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,55.2,86.3,0,2.5,0,0,2.5,1.25,16.3,1.25,0,1.25,1.25,56.3,5,25,142.5
Gabriel Paulista,DF,Valencia,La Liga,2801,0.03,0.03,0.06,0.03,0.06,0.02,0,0.02,0.02,0.02,0.26,0.06,9.1,0.19,0.03,89,341.5,0.03,2.64,0.06,0,1.96,0.51,3.76,1.58,0.77,1.29,7.01,65.2,0.23,85.7,134.5
Benjamin Pavard,DF,Bayern Munich,Bundesliga,2790,0.13,0.13,0.26,0.13,0.26,0.06,0.1,0.16,0.06,0.16,0.68,0.23,15.9,1.39,0.26,87.9,454.7,0.65,5.71,1.16,0.48,6.68,1.13,8.94,1.45,0.71,1.84,3.26,90.4,1.03,53.1,170
Jiří Pavlenka,GK,Werder Bremen,Bundesliga,2970,0,0,0,0,0,0,0,0,0,0,0,0,,0.03,0,70.6,488.5,0.03,0.36,0,0,0,0,0.24,0.06,0,0,0.03,39.7,0,,55.2
Mateo Pavlović,DF,Angers,Ligue 1,812,0,0,0,0,0,0.07,0,0.07,0.07,0.07,0.78,0.33,8,0.44,0.11,89.3,195.9,0,1.33,0,0,1.44,0.67,6.56,0.33,0.78,1.44,5.78,46,0,,59.6
Leonardo Pavoletti,FW,Cagliari,Serie A,45,0,0,0,0,0,0.18,0,0.18,0.18,0.18,4,0,22.6,2,0,87.5,16,0,0,0,0,0,0,8,0,2,2,4,50,0,,14
Dimitri Payet,FW,Marseille,Ligue 1,1930,0.42,0.19,0.61,0.28,0.47,0.29,0.31,0.59,0.18,0.49,2.8,1.07,22,6.58,0.61,69.9,267,4.11,3.6,2.1,0.47,5.51,0.98,10.9,0.47,0.23,1.21,0.65,63.1,4.58,60.2,212.6
Nehuén Paz,DF,Bologna,Serie A,119,0,0.76,0.76,0,0.76,0.24,0.03,0.28,0.24,0.28,1.54,0,11,0.76,0.76,77.8,208.5,0.77,1.54,0.77,0,2.31,0.77,19.2,4.62,3.08,3.85,6.92,53.1,0,,30
Nehuén Paz,DF,Lecce,Serie A,844,0,0,0,0,0,0.03,0,0.03,0.03,0.03,0.43,0,8.8,0.11,0,87.1,316.3,0,1.81,0.11,0,2.98,1.06,10.9,2.13,0.53,1.6,6.28,57.9,0.11,100,126.9
Giampaolo Pazzini,FW,Hellas Verona,Serie A,307,1.17,0,1.17,0.29,0.29,1.14,0.06,1.2,0.47,0.53,2.94,1.18,13.1,2.05,0.59,74.6,29.7,1.18,0.88,0,0,1.18,0.88,12.9,0.88,0.29,1.18,0.88,33.5,1.18,75,32.1
Mads Pedersen,DF,Augsburg,Bundesliga,96,0,0.94,0.94,0,0.94,0,0.47,0.47,0,0.47,0,0,,2.81,0.94,75.8,121.8,1.82,0,0.91,0.91,1.82,4.55,19.1,2.73,1.82,6.36,0,45.5,4.55,20,102.7
Alfonso Pedraza,DF,Betis,La Liga,1349,0.07,0,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13,1,0.47,17.9,1.8,0,77.3,271.3,0.73,2.73,0.93,0.27,4.07,2.2,13,2.53,0.67,2.87,2.47,64.7,2.27,58.8,148.7
Marc Pedraza,MF,Mallorca,La Liga,130,0,0,0,0,0,0,0,0,0,0,0,0,,0.69,0,81.8,97.1,0,1.43,0,0,1.43,1.43,12.1,0,2.86,4.29,1.43,29.3,0.71,100,13.6
Pedro,FW,Chelsea,Premier League,661,0.14,0.14,0.27,0.14,0.27,0.38,0.11,0.48,0.38,0.48,7.14,1.43,12.8,4.63,0.54,78.2,132.9,2.47,1.23,1.64,0.14,2.88,1.43,17.1,1.43,0,1.43,0,41.4,2.86,0,40
Pedro,FW,Fiorentina,Serie A,63,0,0,0,0,0,0.5,0.03,0.53,0.5,0.53,3.15,1.23,15.7,1.43,0,73.7,15.7,1.43,0,0,0,0,2.33,20.8,0.96,0.55,2.88,0.14,58.1,3.7,59.3,145.9
João Pedro,FWMF,Watford,Premier League,25,0,0,0,0,0,0.19,0.6,0.79,0.19,0.79,2.34,0.91,14.3,7.2,0,71.4,123.3,3.33,3.33,3.33,3.33,3.33,0.63,12.3,1.23,0.17,0.8,1.09,36.7,1.6,58.9,69.2
João Pedro,FWMF,Cagliari,Serie A,3151,0.51,0.11,0.63,0.4,0.51,0.39,0.08,0.47,0.26,0.34,3.33,0,16,2.11,0.31,76.5,62.6,0.83,1.4,0.49,0,1.71,0,20,0,0,0,3.33,60,10,100,353.3
Pedrosa,DFMF,Espanyol,La Liga,1087,0.08,0,0.08,0.08,0.08,0.14,0.03,0.18,0.14,0.18,0.99,0.41,17.3,1.9,0.17,76.4,174.2,0.5,0.99,0.99,0.41,2.31,1.9,18.3,2.56,0.91,2.81,2.73,55.7,3.39,51.2,133.2
Daouda Peeters,MF,Juventus,Serie A,15,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,285,0,20,0,0,0,0,10,0,0,0,0,65,0,,55
Gianluca Pegolo,GK,Sassuolo,Serie A,450,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,82.3,292.6,0,0,0,0,0,0,0,0,0,0,0,35,0,,23.6
Peter Pekarík,DF,Hertha BSC,Bundesliga,769,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09,0.47,0,23.3,1.64,0.35,80.9,262.7,0.71,1.88,1.18,0.71,3.41,1.65,10.8,2.82,0.82,2.47,2.82,61.6,1.29,63.6,100.5
Yohann Pelé,GK,Marseille,Ligue 1,150,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,76.6,332.9,0,0,0,0,0,0,0,0,0,0,0,30,0,,22.9
Lorenzo Pellegrini,MF,Roma,Serie A,2097,0.04,0.39,0.43,0.04,0.43,0.17,0.36,0.53,0.17,0.53,2.49,0.43,20.2,5.84,0.9,75.9,227.8,2.88,4.33,2.45,0.47,5.54,1.37,17,1.29,0.64,2.02,0.86,65.5,2.49,46.6,193.7
Luca Pellegrini,DF,Cagliari,Serie A,1908,0,0.24,0.24,0,0.24,0.03,0.11,0.14,0.03,0.14,0.71,0.24,23.1,2.26,0.38,72.6,312.9,1.18,2.17,1.46,0.85,3.25,1.79,11.9,1.23,0.8,2.59,2.45,62.4,2.36,58,170.5
Théo Pellenard,DF,Angers,Ligue 1,455,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,,2.18,0,74.7,308.8,1.18,3.73,0.98,0.39,5.29,1.37,16.3,2.35,0.98,2.35,1.57,63.9,1.18,50,137.6
Andy Pelmard,DF,Nice,Ligue 1,766,0,0,0,0,0,0,0,0,0,0,0.24,0,29.2,0.23,0,90.1,243.1,0,1.18,0,0,1.18,2.47,10.6,2.82,0.82,3.29,3.53,79.4,0.59,80,146.7
Federico Peluso,DF,Sassuolo,Serie A,1513,0,0.12,0.12,0,0.12,0.05,0.01,0.05,0.05,0.05,0.48,0,8.1,0.42,0.12,87.9,352.2,0.24,2.92,0.18,0,3.1,1.49,7.5,2.08,0.83,2.32,3.87,68.3,0.54,77.8,126.1
Rubén Peña,DF,Villarreal,La Liga,1909,0.09,0.09,0.19,0.09,0.19,0.06,0.06,0.12,0.06,0.12,0.28,0.14,15.5,1.37,0.19,78.2,351.4,0.75,3.07,0.99,0.52,4.01,2.26,18.9,2.41,0.94,3.21,2.83,74.5,2.36,44,149.4
Philipp Pentke,GK,Hoffenheim,Bundesliga,360,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,,0.25,0,77.2,487.8,0.25,0.75,0,0,0,0,0.5,0,0,0,0,44.8,0,,50
Nicolas Pépé,FW,Arsenal,Premier League,2010,0.22,0.27,0.49,0.18,0.45,0.2,0.2,0.4,0.17,0.37,2.2,0.72,19.1,2.96,0.4,76.7,106.5,1.75,1.08,1.52,0.4,2.11,1.35,15.9,0.9,0.45,1.79,0.13,50.5,5.92,54.5,209
Luis Perea,FWMF,Osasuna,La Liga,21,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,35,0,0,0,0,0,0,45,0,0,0,0,45,0,,50
Victor Perea,DF,Espanyol,La Liga,1270,0,0,0,0,0,0.01,0.05,0.05,0.01,0.05,0.35,0.07,23.2,1.84,0,72.8,228.9,0.85,1.42,1.56,0.92,2.91,1.28,12.9,2.27,1.21,2.48,1.77,58.7,0.71,40,125.1
Mathias Pereira Lage,MF,Angers,Ligue 1,1542,0.06,0.18,0.23,0.06,0.23,0.11,0.13,0.24,0.11,0.24,2.11,0.53,19.2,3.04,0.47,72.1,99.4,1.29,1.64,1.05,0.35,1.93,2.34,30.8,1.64,1.17,3.51,0.94,45.3,2.57,40.9,119.1
Andreas Pereira,MFFW,Manchester Utd,Premier League,1484,0.06,0.18,0.24,0.06,0.24,0.14,0.23,0.37,0.14,0.37,2.24,0.85,22.4,3.46,0.42,73.5,167.5,1.88,3.27,1.03,0.24,4,1.33,26,1.45,0.67,2,0.36,60,2.3,52.6,143.4
Ricardo Pereira,DF,Leicester City,Premier League,2520,0.11,0.07,0.18,0.11,0.18,0.04,0.13,0.17,0.04,0.16,0.61,0.18,18.9,2.14,0.32,80.7,348.1,0.96,3.46,1.32,0.32,5.82,4.36,20.1,2.11,1.46,5.82,3.46,83.2,3.14,67,209.9
Gastón Pereiro,MFFW,Cagliari,Serie A,348,0.26,0,0.26,0.26,0.26,0.21,0.09,0.3,0.21,0.3,3.59,1.03,20.4,1.55,0,66.7,94.1,0.51,2.05,0.77,0.26,2.31,0.51,13.6,0.77,0,0.51,0,43.3,1.54,83.3,206.2
Bruno Peres,DF,Roma,Serie A,1056,0.17,0.17,0.34,0.17,0.34,0.1,0.11,0.21,0.1,0.21,1.2,0.43,17.4,2.64,0.43,84.1,237.4,0.94,1.28,1.54,0.85,3.08,1.45,10.8,1.54,0.6,2.05,1.97,64.3,1.37,56.3,218.9
Roberto Pereyra,FWMF,Watford,Premier League,1648,0.16,0,0.16,0.11,0.11,0.13,0.1,0.23,0.09,0.19,1.04,0.44,17.6,2.29,0.05,82.3,108.1,0.98,1.8,0.77,0.22,2.4,0.87,18.6,2.13,0.6,1.48,0.27,49.1,3.33,41,148.1
Ayoze Pérez,MFFW,Leicester City,Premier League,2004,0.36,0.18,0.54,0.31,0.49,0.26,0.18,0.43,0.22,0.4,2.06,0.9,13.7,3.23,0.58,79.7,96.4,1.3,1.52,1.35,0.36,2.78,2.29,25.8,1.43,0.76,3.05,0.54,49.6,3.05,64.7,104.7
Carles Pérez,FW,Barcelona,La Liga,476,0.19,0.38,0.57,0.19,0.57,0.16,0.06,0.22,0.16,0.22,2.64,1.13,19.4,2.84,1.13,80.8,120.9,1.32,1.13,1.32,0.19,3.58,0.94,14.2,0.75,0.19,1.13,0.75,67.9,4.15,45.5,203.4
Carles Pérez,FWMF,Roma,Serie A,566,0.16,0.48,0.64,0.16,0.64,0.27,0.19,0.46,0.27,0.46,3.33,1.27,18.8,4.61,0.95,84.5,86.7,1.43,1.43,0.79,0,2.06,2.06,17.6,1.27,0.16,2.22,0.16,48.9,3.65,56.5,159.8
Iñigo Pérez,MF,Osasuna,La Liga,1082,0.17,0.08,0.25,0.17,0.25,0.09,0.06,0.15,0.09,0.15,1.58,0.58,23.6,2.5,0.33,74.2,236.8,1.08,4.58,0.58,0,4.42,1.25,16,1.33,0.83,2.08,0.67,58.1,0.83,80,66.8
Juan Pérez,GK,Osasuna,La Liga,180,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,54.5,587,0,1.5,0,0,0,0,1,0,0,0,0,36,0,,61.5
Kike Pérez,MFFW,Valladolid,La Liga,218,0,0,0,0,0,0.21,0.05,0.26,0.21,0.26,2.08,0.42,28.8,3.3,0,86.7,153.8,1.67,2.5,0,0,3.75,3.33,30,0.83,2.08,5.42,1.25,56.7,5.42,46.2,135.4
Lucas Pérez,FW,Alavés,La Liga,2496,0.4,0.18,0.58,0.22,0.4,0.36,0.21,0.57,0.22,0.43,1.55,0.51,16.3,3.28,0.32,63.5,99.9,2.17,1.12,0.97,0.14,2.38,0.43,14.1,0.47,0.14,0.58,0.18,33.9,1.66,45.7,62.7
Rubén Pérez,MF,Leganés,La Liga,2194,0.04,0.04,0.08,0,0.04,0.04,0.02,0.06,0.01,0.03,0.78,0.08,27.7,0.9,0.04,78.4,227.7,0.33,3.98,0.37,0,4.02,2.46,19.6,1.89,1.15,3.61,1.84,56.5,0.74,50,58.3
Samuel Pérez,GK,Valladolid,La Liga,26,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,28.6,386.7,0,0,0,0,0,0,0,0,0,0,0,23.3,0,,0
Mattia Perin,GK,Genoa,Serie A,1890,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,,0.1,0,62,470.4,0.1,1.14,0.1,0,0,0,0.14,0,0,0,0,37.4,0,,49
Ivan Perišić,FWMF,Bayern Munich,Bundesliga,1206,0.3,0.22,0.52,0.3,0.52,0.28,0.17,0.45,0.28,0.45,3.06,0.9,14,2.99,0.6,70.9,151.1,1.49,1.64,1.79,0.82,3.51,1.64,19.1,1.19,0.82,2.46,0.52,58.4,1.64,54.5,132
Diego Perotti,FWMF,Roma,Serie A,875,0.51,0.31,0.82,0.1,0.41,0.42,0.27,0.68,0.1,0.37,1.13,0.41,19.6,4.22,0.31,78,120.8,2.37,2.37,0.93,0.21,2.99,1.75,19.6,1.34,0.62,2.37,0.52,51.9,4.12,67.5,291.1
Romain Perraud,DF,Brest,Ligue 1,1670,0,0.05,0.05,0,0.05,0.03,0.08,0.12,0.03,0.12,1.08,0.22,24.6,1.56,0.16,78.8,305.4,0.86,2.1,0.97,0.65,3.87,1.77,15.4,2.26,1.29,3.06,3.39,75.2,1.67,45.2,147.3
Loïc Perrin,DF,Saint-Étienne,Ligue 1,1714,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,0.26,0,13.3,0.58,0,88,371.1,0.26,2.53,0.16,0,2.79,1.58,7.79,1.58,1.21,2.79,5.47,66.2,0.21,100,120
Lucas Perrin,DF,Marseille,Ligue 1,360,0,0,0,0,0,0.08,0,0.08,0.08,0.08,0.75,0.25,8.9,0.5,0,93,465.5,0,1.5,0,0,1,2.75,9.25,1,1.5,4.25,5.5,76.5,0.75,66.7,144.5
Pavao Pervan,GK,Wolfsburg,Bundesliga,720,0,0,0,0,0,0,0,0,0,0,0,0,,0.25,0,67.4,465.4,0,0.38,0,0,0,0,0,0,0.13,0.13,0.13,35.8,0,,38.4
Matteo Pessina,MFFW,Hellas Verona,Serie A,2489,0.25,0,0.25,0.25,0.25,0.17,0.05,0.22,0.17,0.22,1.16,0.51,13.7,1.77,0.11,77.6,171.2,0.72,4.37,0.87,0.11,4.26,1.59,15.8,1.81,0.54,2.13,1.73,60,1.77,59.2,113.9
Andrea Petagna,FW,SPAL,Serie A,3032,0.36,0.03,0.39,0.21,0.24,0.38,0.1,0.48,0.23,0.33,3.09,0.74,16.6,2.52,0.03,73.5,58.3,1.07,1.1,0.8,0.09,1.93,0.21,7.98,0.56,0.06,0.27,0.74,39.2,2.67,63.3,95.7
Nils Petersen,FWMF,Freiburg,Bundesliga,2436,0.41,0.07,0.48,0.37,0.44,0.31,0.09,0.39,0.28,0.37,2.03,0.74,11.5,2.03,0.26,64.8,32,1.18,0.66,0.3,0.04,0.85,0.96,20.3,1.25,0.44,1.4,2.47,30.2,0.7,47.4,27
Danijel Petković,GK,Angers,Ligue 1,180,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,72.2,420.5,0,0,0,0,0,0,0,0,0,0,0,30,0,,31.5
Denis Petrić,GK,Nantes,Ligue 1,90,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,40,139,0,0,0,0,0,1,1,0,0,1,0,25,0,,25
Jacopo Petriccione,MF,Lecce,Serie A,2138,0,0.21,0.21,0,0.21,0.02,0.09,0.11,0.02,0.11,0.76,0.29,24.6,3.62,0.34,86.3,260.3,1.72,4.24,1.3,0.42,4.83,1.64,15.2,1.68,0.8,2.44,1.13,61.3,1.18,57.1,139.5
Germán Pezzella,DF,Fiorentina,Serie A,2830,0.1,0.03,0.13,0.1,0.13,0.09,0.01,0.09,0.09,0.09,1.08,0.25,10.5,0.64,0.13,86,209.7,0.22,1.43,0.13,0.06,1.37,1.37,8.57,1.72,0.99,2.36,6.11,48.6,0.1,66.7,54.6
Giuseppe Pezzella,DF,Udinese,Serie A,80,0,0,0,0,0,0,0.02,0.02,0,0.02,0,0,,3.38,0,67.3,258.9,1.11,2.22,1.11,1.11,4.44,0,8.89,1.11,0,0,2.22,61.1,1.11,100,135.6
Giuseppe Pezzella,DF,Parma,Serie A,949,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,0.29,0.1,22.4,1.42,0.09,75.4,222.9,0.38,3.14,0.67,0.29,2.95,1.62,13.9,2.76,0.38,2,3.33,58.2,1.71,61.1,150.2
Rayan Philippe,DFFW,Dijon,Ligue 1,30,0,0,0,0,0,0.11,0,0.11,0.11,0.11,3.33,0,15.5,6,0,71.4,20,0,0,0,0,0,3.33,20,6.67,0,3.33,0,33.3,0,,53.3
Romain Philippoteaux,FWMF,Nîmes,Ligue 1,1994,0.23,0.09,0.32,0.23,0.32,0.12,0.06,0.18,0.12,0.18,1.4,0.54,18.8,2.39,0.14,71.2,115.1,0.99,1.08,1.26,0.23,3.33,1.08,17.1,1.26,0.9,1.98,0.45,38.2,2.97,42.4,145
Krzysztof Piątek,FWMF,Hertha BSC,Bundesliga,909,0.4,0.1,0.5,0.2,0.3,0.43,0.14,0.57,0.28,0.42,2.28,0.79,16,2.08,0.5,75.5,38.1,0.79,1.09,0.2,0,0.89,0.4,23.3,0.79,0.3,0.69,0.5,33,1.58,68.8,43.3
Krzysztof Piątek,FW,Milan,Serie A,1183,0.3,0,0.3,0.08,0.08,0.47,0.07,0.55,0.3,0.37,3.44,0.92,14.9,2.21,0.3,75.7,28.5,0.99,1.15,0.31,0.08,0.92,0.46,25.9,0.84,0.23,0.69,0.61,30.7,1.53,75,50.2
Pablo Piatti,DFMF,Espanyol,La Liga,56,0,0,0,0,0,0.12,0,0.12,0.12,0.12,5,0,16.4,0,0,72.4,90,0,5,0,0,3.33,3.33,18.3,1.67,0,3.33,3.33,71.7,0,,183.3
Cristiano Piccini,DF,Valencia,La Liga,75,0,0,0,0,0,0.11,0,0.11,0.11,0.11,1.25,0,8,1.2,0,80.4,322.5,0,2.5,2.5,1.25,3.75,5,20,1.25,2.5,7.5,1.25,78.8,5,75,233.8
Stefano Piccinini,DF,Sassuolo,Serie A,9,0,0,0,0,0,0,0.29,0.29,0,0.29,0,0,,10,0,90.9,550,10,10,10,0,10,0,30,0,0,0,0,220,0,,740
Roberto Piccoli,FW,Atalanta,Serie A,17,0,0,0,0,0,1.87,0.14,2.01,1.87,2.01,5,0,11,5.29,0,83.3,70,5,0,0,0,0,0,25,5,0,0,0,45,0,,30
Jordan Pickford,GK,Everton,Premier League,3420,0,0,0,0,0,0,0,0,0,0,0,0,,0.16,0,65.2,571.7,0.03,1.29,0.11,0,0.03,0,0.21,0,0,0,0.03,38.3,0.03,0,55
Jérémy Pied,DF,Lille,Ligue 1,450,0,0,0,0,0,0.01,0.06,0.06,0.01,0.06,0.4,0,25.8,1.4,0,76.1,404,0.6,5.2,2.2,1,7.2,4.2,18.2,1.8,0.8,5,4.6,79,2.2,54.5,133.4
Ronaël Pierre-Gabriel,DF,Mainz 05,Bundesliga,574,0,0.16,0.16,0,0.16,0,0.06,0.07,0,0.07,0.31,0,25.4,1.72,0.16,70.6,294.7,0.63,3.91,1.09,0.47,3.75,3.13,13.8,1.41,1.25,4.38,4.38,55.8,1.56,100,83.8
Brandon Pierrick,DFFW,Crystal Palace,Premier League,15,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,,12,0,55.6,30,5,0,5,0,5,0,5,0,0,0,5,80,15,66.7,180
Erik Pieters,DFMF,Burnley,Premier League,1878,0,0.19,0.19,0,0.19,0.03,0.13,0.16,0.03,0.16,0.67,0.19,22.4,1.15,0.19,74.4,224.3,0.81,1.82,0.77,0.33,2.54,2.78,16.5,3.11,0.62,3.4,4.26,57.9,0.62,30.8,78.7
Tomás Pina Isla,MF,Alavés,La Liga,1344,0.07,0,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09,0.13,0.07,9.2,0.67,0.07,79.8,130.3,0.27,2.48,0.2,0,2.82,2.28,15.5,1.21,0.74,3.02,3.42,45,0.67,90,38.1
Andrea Pinamonti,FW,Genoa,Serie A,2236,0.2,0.04,0.24,0.16,0.2,0.27,0.02,0.29,0.2,0.22,2.06,0.65,15.4,1.73,0.24,70.5,29.4,0.56,0.69,0.28,0.04,0.69,0.85,19.7,1.09,0.2,1.05,0.65,37.9,1.77,47.7,43.8
Simone Pinna,DF,Cagliari,Serie A,90,0,0,0,0,0,0,0.15,0.15,0,0.15,0,0,,3,0,82.1,641,2,11,2,1,9,2,14,3,3,5,2,90,1,0,245
Carlo Pinsoglio,GK,Juventus,Serie A,19,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,345,0,0,0,0,0,0,0,0,0,0,0,15,0,,0
Pipa,DF,Espanyol,La Liga,473,0,0,0,0,0,0.07,0.05,0.12,0.07,0.12,0.19,0.19,17,1.9,0,70.2,169.6,0.94,1.13,0.75,0.38,1.7,2.45,15.1,2.45,0.57,3.02,3.4,53.4,1.7,44.4,140.2
Gerard Piqué,DF,Barcelona,La Liga,3092,0.03,0,0.03,0.03,0.03,0.07,0.02,0.08,0.07,0.08,0.44,0.17,8.4,0.35,0.03,92.9,430.1,0.15,5.58,0.09,0,3.37,1.08,7.09,1.92,1.05,2.12,5.29,87.1,0.26,100,234.9
Lorenzo Pirola,DF,Inter,Serie A,12,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,130,0,0,0,0,0,0,30,0,0,0,0,90,0,,130
Fabio Pisacane,DF,Cagliari,Serie A,2442,0.04,0,0.04,0.04,0.04,0.02,0.01,0.04,0.02,0.04,0.22,0.04,9.6,0.37,0.04,88.7,199.2,0.18,0.7,0.18,0.07,1.37,1.48,8.27,2.14,0.96,2.44,4.94,50.3,0.15,75,86.7
Łukasz Piszczek,DF,Dortmund,Bundesliga,2106,0.04,0.13,0.17,0.04,0.17,0.02,0.09,0.1,0.02,0.1,0.34,0.13,17.8,0.68,0.13,87.8,455.8,0.51,4.49,0.6,0.13,4.4,2.09,10.9,1.92,0.85,2.95,2.69,93.7,0.98,56.5,164.1
Claudio Pizarro,FWMF,Werder Bremen,Bundesliga,234,0,0,0,0,0,0.13,0.26,0.39,0.13,0.39,1.54,0,9.2,3.46,0,69,139.2,1.54,2.31,3.08,0.38,4.23,1.15,13.1,0.77,0.77,1.92,0.77,47.7,1.92,60,77.7
Miralem Pjanić,MF,Juventus,Serie A,2277,0.12,0.24,0.36,0.12,0.36,0.04,0.13,0.17,0.04,0.17,0.83,0.2,26.2,3.83,0.4,87.7,400.9,1.94,8.18,0.91,0.08,6.48,1.82,15.2,1.5,1.07,2.89,1.19,87.7,0.87,72.7,103.4
Óscar Plano,MF,Valladolid,La Liga,2505,0.14,0.07,0.22,0.14,0.22,0.15,0.1,0.25,0.15,0.25,1.44,0.47,17.6,1.54,0.11,71.5,89.9,0.9,1.94,0.65,0.22,1.76,1.83,15.3,2.23,0.83,2.66,1.29,38.6,0.79,50,72.8
Marvin Plattenhardt,DF,Hertha BSC,Bundesliga,1396,0,0.32,0.32,0,0.32,0.02,0.17,0.19,0.02,0.19,0.26,0,21.8,2.32,0.45,73.6,339.4,1.35,2.06,0.58,0.52,2.45,1.61,12.5,2.52,0.58,2.19,3.35,58.2,0.52,62.5,87.6
Alassane Pléa,FW,M'Gladbach,Bundesliga,2143,0.42,0.42,0.84,0.42,0.84,0.45,0.27,0.72,0.42,0.68,3.24,1.47,16.1,3.65,0.59,72.3,88.2,1.6,1.81,1.3,0.34,2.82,0.8,16.8,1.09,0.29,1.09,0.25,43.3,3.24,62.3,107.5
Thomas Pledl,DFMF,Düsseldorf,Bundesliga,91,0,0,0,0,0,0.03,0.1,0.13,0.03,0.13,1,0,19.9,1.98,0,55.3,108,1,2,1,1,1,4,42,2,1,5,0,55,3,66.7,162
Daniel Podence,FWMF,Wolves,Premier League,289,0.31,0,0.31,0.31,0.31,0.49,0.13,0.62,0.49,0.62,3.13,1.25,13.6,3.43,0.62,70.5,72.5,1.56,0.94,0.94,0,2.5,0.63,13.4,1.56,0,0.63,0.94,47.8,4.06,69.2,178.1
Paul Pogba,MF,Manchester Utd,Premier League,1204,0.07,0.22,0.3,0.07,0.3,0.15,0.2,0.35,0.09,0.29,1.57,0.52,20.6,4.34,0.52,85.8,357.5,2.01,8.81,2.01,0.07,8.13,1.87,12.3,1.49,0.3,2.16,0.97,87.9,2.61,62.9,156.2
Joel Pohjanpalo,MF,Leverkusen,Bundesliga,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,2,0,0,0,0,0,0,,0
Andrea Poli,MF,Bologna,Serie A,1919,0.09,0,0.09,0.09,0.09,0.09,0.08,0.18,0.09,0.18,1.13,0.33,17.6,2.06,0.05,89.5,200.6,0.85,5.68,0.94,0.14,4.41,2.44,23.8,1.55,0.89,3.33,0.99,59,1.27,74.1,90.3
Matteo Politano,FW,Napoli,Serie A,743,0.24,0.24,0.48,0.24,0.48,0.23,0.18,0.4,0.23,0.4,2.29,0.96,18.5,4.72,0.48,76.3,118.8,2.29,1.69,1.57,0.24,2.89,1.45,12.3,1.2,0.36,1.81,0.24,55.4,2.89,70.8,208.4
Matteo Politano,FW,Inter,Serie A,259,0,0,0,0,0,0.3,0.21,0.51,0.3,0.51,5.52,1.38,20.2,7.3,0,68.3,119.3,2.76,0.69,1.38,0.69,1.72,0.34,16.6,0.34,0,0.34,0.34,57.6,4.48,61.5,332.1
Sebastian Polter,FW,Union Berlin,Bundesliga,330,0.55,0.55,1.09,0,0.55,0.52,0.32,0.84,0.1,0.43,1.62,0.27,12.3,3.82,0.82,69.1,74.9,2.43,1.08,0.81,0,2.16,0.81,20.8,1.08,0.27,1.08,0.27,35.4,0.81,100,28.4
